site_id,region,country,site_type,operator,latitude,longitude,DOA,FIRMWARE,INTERMITTENT,MECH_DAMAGE,NO_POWER,OTHER,OVERHEAT,RF_FAULT
ST-01083,AMER,Colombia,Warehouse,,43.87794,-67.30459,1,2,0,1,1,3,2,3
ST-01084,EMEA,Spain,Cell Site,Telia,47.91654,-7.39667,0,1,1,2,2,1,3,4
ST-01085,APAC,Australia,Warehouse,,14.04447,121.08602,2,4,7,2,1,2,0,6
ST-01086,APAC,Malaysia,Integration Center,,25.86668,132.45365,1,1,3,1,1,2,2,2
ST-01087,AMER,Colombia,Cell Site,TIM Brasil,-0.85454,-62.53511,5,2,5,1,0,3,1,7
ST-01088,APAC,Japan,Cell Site,Telstra,7.36618,92.49329,5,3,0,2,3,2,5,6
ST-01089,EMEA,Spain,Cell Site,Telefónica,39.41728,8.49293,1,3,1,2,1,4,2,3
ST-01090,EMEA,Sweden,Cell Site,Telefónica,55.57271,-3.84655,2,1,2,2,3,2,0,4
ST-01091,EMEA,France,Cell Site,Orange,48.70466,21.06366,2,2,2,0,4,5,1,1
ST-01092,EMEA,Spain,Data Center,Deutsche Telekom,35.87154,-8.3392,2,0,0,1,2,3,0,3
ST-01093,AMER,Canada,Warehouse,,9.15321,-92.69415,2,2,2,2,2,5,2,3
ST-01094,APAC,Indonesia,Integration Center,,18.57219,92.19677,2,4,1,2,0,4,0,4
ST-01095,EMEA,France,Cell Site,Telia,59.42177,16.16755,3,8,1,2,2,3,1,2
ST-01096,EMEA,Netherlands,Integration Center,,52.1674,10.38915,3,3,3,1,2,2,0,0
ST-01097,EMEA,Italy,Integration Center,,55.62275,23.33631,5,1,4,3,0,3,2,5
ST-01098,EMEA,Germany,Data Center,Orange,38.97727,20.73581,4,1,0,1,1,2,2,3
ST-01099,EMEA,UK,Cell Site,A1 Telekom,49.16687,20.4954,1,2,2,2,2,1,1,5
ST-01100,EMEA,Czechia,Integration Center,,57.96749,3.40385,4,1,3,2,1,1,1,3
ST-01101,EMEA,UK,Cell Site,Deutsche Telekom,49.27279,21.49932,1,5,2,4,0,5,1,5
ST-01102,APAC,China,Warehouse,,39.48398,120.62881,2,8,2,4,5,2,2,6
ST-01103,EMEA,Netherlands,Cell Site,Three,53.0307,23.8538,4,3,0,1,1,3,2,2
ST-01104,EMEA,Germany,Warehouse,,53.78203,27.69328,1,4,2,1,2,4,2,5
ST-01105,APAC,India,Warehouse,,9.95866,135.38979,1,7,0,2,5,2,1,3
ST-01106,AMER,Argentina,Warehouse,,-16.36048,-77.39488,3,5,1,1,0,3,2,0
ST-01107,APAC,Thailand,Data Center,Telstra,21.39296,131.56659,3,4,4,1,2,1,1,3
ST-01108,APAC,China,Warehouse,,16.54334,97.15914,2,6,1,4,3,2,4,6
ST-01109,EMEA,Netherlands,Cell Site,Three,52.66989,14.26528,2,1,3,3,1,2,4,2
ST-01110,EMEA,UK,Warehouse,,55.67671,20.34523,6,2,3,3,1,3,3,2
ST-01111,EMEA,Sweden,Cell Site,Telefónica,57.37063,23.5647,2,5,2,3,3,1,3,3
ST-01112,AMER,Canada,Cell Site,AT&T,26.74327,-81.37171,2,2,2,3,3,4,2,5
ST-01113,EMEA,Sweden,Cell Site,Telenor,35.50911,2.30374,0,6,4,1,6,4,2,2
ST-01114,EMEA,Germany,Cell Site,Telefónica,53.18806,-7.61988,2,3,2,2,4,4,0,3
ST-01115,APAC,Thailand,Data Center,Bharti Airtel,30.50719,115.81918,1,2,2,2,2,1,1,0
ST-01116,EMEA,Spain,Integration Center,,56.69465,16.39264,1,1,2,1,4,5,1,3
ST-01117,EMEA,Germany,Warehouse,,54.96105,-3.13981,4,4,0,1,4,3,1,1
ST-01118,EMEA,Italy,Cell Site,Deutsche Telekom,39.32285,-1.55636,2,1,3,3,7,1,2,4
ST-01119,EMEA,Netherlands,Data Center,Telefónica,43.33279,26.1771,2,3,0,2,4,4,1,3
ST-01120,EMEA,Spain,Cell Site,A1 Telekom,54.35769,4.58572,4,3,4,2,2,0,2,1
ST-01121,EMEA,Italy,Cell Site,Telia,57.96202,21.15704,2,2,3,6,4,1,5,8
ST-01122,APAC,Indonesia,Warehouse,,26.58624,111.82834,2,1,3,1,4,3,0,2
ST-01123,EMEA,France,Cell Site,Telia,51.2915,13.72916,1,1,2,4,2,0,2,3
ST-01124,EMEA,Poland,Integration Center,,54.54665,-0.97682,2,6,1,0,3,5,3,2
ST-01125,EMEA,Austria,Data Center,Telenor,57.13944,13.6748,3,2,2,4,3,2,2,6
ST-01126,EMEA,France,Warehouse,,55.16896,3.89211,1,1,2,4,1,5,2,8
ST-01127,EMEA,UK,Cell Site,Telefónica,44.79786,27.49153,4,1,0,1,1,1,1,1
ST-01128,EMEA,Czechia,Cell Site,Vodafone,50.54888,2.70949,2,4,1,5,2,7,2,7
ST-01129,APAC,Vietnam,Integration Center,,4.20415,111.71764,3,4,0,3,1,0,1,3
ST-01130,EMEA,Poland,Cell Site,Deutsche Telekom,56.22707,0.05727,3,3,1,1,2,1,2,3
ST-01131,APAC,Vietnam,Data Center,Telstra,34.55119,98.08235,6,4,3,4,1,4,1,4
ST-01132,APAC,India,Cell Site,Reliance Jio,6.06737,120.2846,5,6,3,4,2,3,2,5
ST-01133,AMER,Brazil,Data Center,Rogers,37.41741,-68.79788,1,3,1,1,4,2,1,6
ST-01134,APAC,Indonesia,Warehouse,,22.20074,121.93459,1,3,2,3,1,1,1,4
ST-01135,APAC,South Korea,Warehouse,,11.06977,117.56105,1,4,2,1,2,0,3,1
ST-01136,APAC,Japan,Data Center,NTT Docomo,9.10036,136.41793,7,3,0,3,3,4,1,1
ST-01137,EMEA,Czechia,Warehouse,,51.95142,12.58576,1,3,1,3,2,2,1,4
ST-01138,APAC,Indonesia,Cell Site,Maxis,10.63855,110.44891,1,2,6,1,1,4,1,1
ST-01139,APAC,India,Cell Site,China Mobile,31.42845,101.97042,1,1,0,2,1,3,0,3
ST-01140,EMEA,Netherlands,Cell Site,Orange,38.22143,2.29415,5,1,2,2,3,1,1,2
ST-01141,EMEA,France,Cell Site,Telia,54.86179,25.32464,2,4,1,0,2,6,1,0
ST-01142,EMEA,Netherlands,Cell Site,A1 Telekom,45.35908,21.25031,4,5,1,3,1,1,1,1
ST-01143,EMEA,Czechia,Data Center,Telia,43.3056,10.35162,3,3,0,2,5,3,0,4
ST-01144,EMEA,Poland,Integration Center,,35.50461,18.47984,2,1,4,2,0,2,1,4
ST-01145,EMEA,Italy,Cell Site,Vodafone,52.96777,-5.99185,4,4,4,1,3,1,0,6
ST-01146,EMEA,Germany,Integration Center,,43.97013,9.34187,1,3,2,4,1,3,0,0
ST-01147,AMER,Chile,Cell Site,Rogers,34.66958,-67.05574,2,4,2,0,3,2,0,2
ST-01148,EMEA,Poland,Warehouse,,52.97897,-1.36612,2,1,5,2,1,2,1,5
ST-01149,APAC,India,Cell Site,SK Telecom,14.89729,102.36514,3,8,3,1,1,3,0,7
ST-01150,AMER,Chile,Warehouse,,22.34668,-74.10602,3,2,4,2,3,2,1,2
ST-01151,EMEA,Poland,Integration Center,,35.40423,19.26845,1,4,3,0,0,2,0,3
ST-01152,EMEA,Sweden,Cell Site,Telia,40.73776,22.05504,2,4,2,0,1,0,0,6
ST-01153,AMER,Brazil,Warehouse,,39.95331,-68.12096,6,3,3,1,0,3,2,8
ST-01154,EMEA,UK,Cell Site,Three,45.20283,3.93209,3,1,2,1,1,3,0,3
ST-01155,AMER,Argentina,Cell Site,AT&T,4.1609,-78.91053,4,3,1,1,3,2,3,4
ST-01156,APAC,Australia,Warehouse,,10.74688,136.58182,3,1,3,2,3,5,2,6
ST-01157,EMEA,Sweden,Cell Site,Telia,47.60162,-7.07212,2,0,2,2,2,6,2,1
ST-01158,EMEA,Poland,Cell Site,Orange,59.93005,9.36416,2,3,1,2,0,1,1,4
ST-01159,EMEA,Italy,Data Center,Orange,58.67472,5.61135,1,3,2,2,3,7,3,4
ST-01160,AMER,Colombia,Cell Site,Verizon,-14.77153,-70.5248,0,4,1,1,1,6,2,5
ST-01161,EMEA,Spain,Warehouse,,45.81236,25.25834,5,3,6,0,2,5,1,7
ST-01162,EMEA,Sweden,Warehouse,,46.61228,3.53363,4,3,2,1,3,3,2,5
ST-01163,EMEA,France,Cell Site,Telenor,59.16695,23.21498,2,4,0,0,2,6,1,6
ST-01164,AMER,Canada,Cell Site,Claro,-16.49606,-80.44579,0,3,2,1,4,4,0,4
ST-01165,APAC,India,Integration Center,,5.41935,95.38723,1,6,0,1,1,1,1,3
ST-01166,APAC,India,Cell Site,Maxis,34.2826,136.59129,4,6,1,6,0,5,4,3
ST-01167,APAC,China,Cell Site,Bharti Airtel,29.81447,139.46184,1,4,1,2,2,3,2,8
ST-01168,EMEA,UK,Cell Site,Vodafone,36.13197,3.26038,0,4,3,4,0,3,1,4
ST-01169,EMEA,Italy,Cell Site,Orange,38.30311,21.28074,0,9,3,2,2,2,3,1
ST-01170,APAC,Thailand,Integration Center,,35.72611,112.35593,5,1,1,3,1,1,3,1
ST-01171,EMEA,France,Cell Site,Telefónica,55.73012,23.90486,6,2,6,2,1,2,1,5
ST-01172,AMER,Chile,Cell Site,AT&T,-22.42786,-84.92057,4,2,1,2,0,1,2,5
ST-01173,EMEA,Spain,Cell Site,Vodafone,39.70071,16.80204,5,2,1,0,2,3,3,4
ST-01174,EMEA,Sweden,Cell Site,A1 Telekom,44.68328,16.71099,4,5,0,1,1,5,2,4
ST-01175,EMEA,Czechia,Cell Site,Deutsche Telekom,56.89691,6.51009,2,5,4,3,1,7,0,2
ST-01176,APAC,Australia,Cell Site,NTT Docomo,38.90503,110.4307,6,3,3,3,0,3,1,8
ST-01177,EMEA,Germany,Integration Center,,40.34337,11.17091,3,2,6,1,1,0,1,4
ST-01178,AMER,Argentina,Data Center,Rogers,0.91347,-94.99994,1,0,3,4,1,4,4,1
ST-01179,EMEA,Spain,Data Center,Telenor,35.5798,19.76017,3,3,1,0,1,5,1,5
ST-01180,APAC,Singapore,Cell Site,SK Telecom,37.38152,112.02373,1,3,4,0,5,4,3,3
ST-01181,APAC,China,Warehouse,,3.55088,127.03216,2,4,3,1,4,8,0,2
ST-01182,EMEA,Austria,Warehouse,,56.6768,2.94612,2,4,2,2,1,4,1,5
ST-01183,EMEA,Spain,Cell Site,Telefónica,40.55038,3.48226,3,2,2,2,1,3,4,4
ST-01184,EMEA,Sweden,Data Center,Telia,57.70788,6.71845,0,5,1,4,4,4,5,5
ST-01185,EMEA,Sweden,Warehouse,,51.35395,-7.0258,1,2,2,1,0,4,2,2
ST-01186,AMER,USA,Cell Site,T-Mobile US,-9.6615,-90.87896,6,5,6,3,1,2,3,5
ST-01187,AMER,Argentina,Cell Site,Claro,-29.36382,-95.1755,2,2,2,0,2,2,2,1
ST-01188,EMEA,Italy,Integration Center,,45.41511,12.32019,1,3,1,2,1,1,1,5
ST-01189,EMEA,Poland,Cell Site,Telefónica,42.79797,6.78007,2,3,1,3,1,1,5,1
ST-01190,EMEA,Italy,Cell Site,Telefónica,53.98731,-0.11253,2,5,1,2,3,5,1,1
ST-01191,APAC,Malaysia,Warehouse,,2.33077,102.84944,4,3,3,3,2,2,0,3
ST-01192,EMEA,Poland,Warehouse,,58.03503,-9.27899,3,5,2,1,0,2,1,2
ST-01193,AMER,Chile,Warehouse,,-23.39543,-97.39678,4,7,3,3,2,2,3,7
ST-01194,EMEA,Italy,Data Center,Three,44.42317,15.90991,2,4,0,1,2,2,4,4
ST-01195,EMEA,Netherlands,Cell Site,Telefónica,57.7586,21.76267,5,1,2,3,1,2,2,5
ST-01196,EMEA,France,Cell Site,Telefónica,41.26765,15.3936,3,2,2,3,5,3,2,5
ST-01197,EMEA,Netherlands,Cell Site,A1 Telekom,51.59612,-6.3795,4,4,3,5,3,0,1,3
ST-01198,EMEA,Germany,Data Center,A1 Telekom,45.67836,2.45,2,3,3,3,1,1,0,2
ST-01199,EMEA,Czechia,Warehouse,,38.92785,-7.65313,2,2,3,3,1,2,0,3
ST-01200,EMEA,Sweden,Warehouse,,35.67839,24.34915,2,6,4,5,4,2,0,2
ST-01201,EMEA,Poland,Integration Center,,43.26606,9.72297,1,2,5,2,1,2,0,5
ST-01202,EMEA,UK,Data Center,Telefónica,42.29081,-3.36577,0,4,2,2,1,3,2,6
ST-01203,EMEA,Netherlands,Cell Site,Three,41.53251,-3.20056,3,3,3,2,6,4,2,6
ST-01204,EMEA,Poland,Cell Site,Vodafone,53.94694,26.30055,1,2,3,4,3,3,1,4
ST-01205,AMER,Canada,Warehouse,,4.10515,-67.08303,4,1,2,2,3,5,2,5
ST-01206,APAC,Vietnam,Cell Site,China Mobile,17.60569,112.33909,0,1,1,2,3,1,0,3
ST-01207,EMEA,Spain,Warehouse,,47.12789,22.80945,7,3,3,0,1,3,1,3
ST-01208,APAC,South Korea,Cell Site,Maxis,37.51666,127.22216,4,1,3,3,5,6,2,3
ST-01209,EMEA,France,Integration Center,,57.21108,15.70903,2,5,2,1,2,4,1,3
ST-01210,EMEA,Italy,Cell Site,Deutsche Telekom,55.98143,12.27295,3,1,1,1,1,3,2,3
ST-01211,APAC,Vietnam,Cell Site,Bharti Airtel,31.13553,125.26258,1,3,1,2,0,1,0,1
ST-01212,EMEA,Austria,Data Center,Vodafone,53.73155,-0.62493,1,2,0,1,3,0,2,4
ST-01213,EMEA,Netherlands,Integration Center,,38.84378,16.12118,2,1,3,1,2,4,3,2
ST-01214,APAC,India,Cell Site,NTT Docomo,19.8326,128.233,1,0,3,3,1,1,0,3
ST-01215,APAC,Malaysia,Cell Site,Maxis,6.71367,137.38463,3,6,1,1,1,3,0,4
ST-01216,APAC,Malaysia,Warehouse,,28.45745,91.14945,2,1,1,1,3,0,1,2
ST-01217,EMEA,Sweden,Cell Site,Telenor,49.41335,2.5048,2,1,3,5,1,1,1,2
ST-01218,APAC,Australia,Cell Site,China Mobile,11.71237,135.10823,3,2,2,1,2,2,1,2
ST-01219,AMER,Colombia,Integration Center,,40.23538,-99.61786,1,1,0,2,3,4,2,2
ST-01220,AMER,Brazil,Warehouse,,-18.64957,-71.21873,2,4,5,3,1,3,1,1
ST-01221,EMEA,Spain,Integration Center,,56.20477,18.70415,1,3,4,1,2,1,3,4
ST-01222,EMEA,Italy,Cell Site,Telia,48.1326,29.38309,1,2,1,2,1,2,2,3
ST-01223,EMEA,Poland,Warehouse,,54.93199,8.71713,3,4,2,2,3,2,0,4
ST-01224,AMER,Canada,Integration Center,,17.51288,-98.20724,5,9,2,1,0,3,1,7
ST-01225,AMER,Colombia,Cell Site,Verizon,51.82618,-85.49045,3,2,0,2,1,4,2,3
ST-01226,EMEA,Italy,Cell Site,Orange,51.53798,16.67801,3,3,2,0,4,3,1,5
ST-01227,AMER,Chile,Warehouse,,-29.87522,-89.36589,5,6,0,2,0,3,1,6
ST-01228,AMER,Brazil,Cell Site,AT&T,24.05728,-63.5137,1,0,3,4,1,4,3,2
ST-01229,AMER,Brazil,Data Center,Claro,35.07697,-76.79446,0,3,1,1,2,4,1,1
ST-01230,EMEA,Netherlands,Integration Center,,40.81212,27.9537,6,2,0,2,5,4,1,5
ST-01231,EMEA,Netherlands,Integration Center,,45.09171,-4.0038,3,4,1,3,0,2,0,5
ST-01232,APAC,China,Warehouse,,1.84392,137.50755,2,4,1,3,6,4,2,7
ST-01233,APAC,Australia,Integration Center,,31.3387,100.81922,2,1,3,2,0,4,3,1
ST-01234,EMEA,Germany,Cell Site,Telenor,38.54443,28.37912,3,4,7,0,0,2,2,5
ST-01235,APAC,India,Data Center,Bharti Airtel,10.39087,113.09685,4,4,2,1,2,4,1,1
ST-01236,EMEA,Sweden,Cell Site,A1 Telekom,50.27134,-7.50478,1,3,1,2,3,2,1,5
ST-01237,EMEA,Czechia,Cell Site,Orange,43.61083,27.74561,0,3,2,2,3,2,2,2
ST-01238,EMEA,Poland,Cell Site,Orange,52.50869,4.71141,3,4,3,1,3,1,0,5
ST-01239,EMEA,Sweden,Warehouse,,54.79325,23.48747,4,2,4,3,2,2,2,1
ST-01240,EMEA,France,Warehouse,,38.79448,13.46378,2,2,2,1,2,2,0,4
ST-01241,EMEA,Italy,Cell Site,Vodafone,44.16887,10.27452,2,3,3,2,3,4,0,9
ST-01242,EMEA,Poland,Cell Site,Deutsche Telekom,46.72657,10.15296,2,3,2,1,1,5,0,2
ST-01243,EMEA,Poland,Warehouse,,48.0487,-7.22974,4,3,2,1,4,4,2,4
ST-01244,EMEA,Poland,Integration Center,,39.44236,12.6479,2,2,5,2,2,4,1,8
ST-01245,APAC,Thailand,Cell Site,Singtel,37.50536,127.32579,1,2,1,2,4,3,0,5
ST-01246,APAC,Singapore,Cell Site,Telstra,10.30708,108.0859,3,2,0,3,1,3,1,4
ST-01247,APAC,Japan,Cell Site,Singtel,14.07982,128.47583,3,2,2,2,2,2,1,2
ST-01248,EMEA,Netherlands,Cell Site,Telenor,59.30492,4.21623,1,5,3,3,4,4,0,3
ST-01249,EMEA,Spain,Cell Site,A1 Telekom,35.36902,27.4753,2,4,1,2,1,3,3,7
ST-01250,APAC,Malaysia,Warehouse,,30.3759,131.71778,0,2,2,2,3,4,2,5
ST-01251,APAC,Singapore,Data Center,Maxis,9.13855,122.28286,1,3,3,1,0,4,2,2
ST-01252,APAC,Thailand,Warehouse,,10.07564,90.58087,2,3,2,3,1,2,0,3
ST-01253,AMER,Canada,Integration Center,,-20.86402,-63.08772,1,4,2,1,4,3,1,3
ST-01254,EMEA,France,Cell Site,Orange,40.38299,13.40569,2,2,2,0,1,3,1,2
ST-01255,AMER,Chile,Warehouse,,52.12119,-96.97255,1,2,1,3,0,3,2,5
ST-01256,AMER,Argentina,Cell Site,T-Mobile US,37.71434,-76.09772,1,2,1,2,1,1,2,6
ST-01257,APAC,South Korea,Cell Site,Telstra,13.61259,108.21273,1,2,3,1,4,4,2,10
ST-01258,EMEA,France,Cell Site,Telefónica,35.67957,0.23341,0,5,2,1,2,1,2,3
ST-01259,EMEA,Sweden,Integration Center,,45.58501,18.67654,3,2,2,2,2,2,2,5
ST-01260,EMEA,Poland,Cell Site,Three,41.86946,13.2124,5,2,1,1,5,2,1,9
ST-01261,EMEA,Germany,Cell Site,Telefónica,53.2922,17.94124,4,3,2,2,2,4,0,10
ST-01262,AMER,Canada,Cell Site,Verizon,18.12624,-76.79235,0,1,5,1,0,4,0,1
ST-01263,APAC,Indonesia,Cell Site,China Mobile,29.12723,106.77559,0,5,2,2,2,2,3,5
ST-01264,EMEA,Italy,Data Center,Deutsche Telekom,46.25537,28.64667,1,3,1,2,2,4,0,7
ST-01265,EMEA,Sweden,Data Center,Vodafone,51.71505,10.79569,4,1,3,4,5,4,0,5
ST-01266,EMEA,France,Cell Site,A1 Telekom,49.4578,-5.82285,3,3,3,4,3,1,4,1
ST-01267,EMEA,Czechia,Warehouse,,49.79972,23.45996,1,4,1,4,7,1,3,2
ST-01268,AMER,Chile,Cell Site,Rogers,12.12541,-92.92409,2,1,3,0,3,2,1,6
ST-01269,EMEA,France,Integration Center,,46.20525,1.12095,5,2,1,2,1,1,0,5
ST-01270,EMEA,France,Cell Site,Orange,43.99352,-0.99964,1,1,0,5,2,3,2,3
ST-01271,APAC,China,Cell Site,Singtel,14.02254,131.08492,2,1,2,3,3,9,3,4
ST-01272,EMEA,France,Cell Site,Deutsche Telekom,53.94265,9.62156,2,3,1,1,1,6,2,6
ST-01273,EMEA,Sweden,Cell Site,Telenor,54.56255,29.02261,4,8,4,3,3,3,1,1
ST-01274,APAC,Thailand,Data Center,China Mobile,16.83964,138.99936,4,6,3,3,3,4,0,2
ST-01275,APAC,China,Warehouse,,10.59034,137.72689,3,2,1,1,4,3,0,2
ST-01276,APAC,India,Warehouse,,34.71292,99.95655,3,2,4,1,0,5,1,5
ST-01277,EMEA,Czechia,Cell Site,Three,43.74609,18.31684,1,3,4,2,1,5,0,7
ST-01278,APAC,Malaysia,Cell Site,Reliance Jio,8.47322,119.53533,2,3,4,1,1,4,1,2
ST-01279,EMEA,Poland,Cell Site,Telia,48.37018,1.67496,3,3,0,5,2,2,4,4
ST-01280,EMEA,Spain,Data Center,Deutsche Telekom,42.51334,10.65233,3,1,5,2,1,2,1,6
ST-01281,APAC,South Korea,Cell Site,Singtel,12.69413,99.01273,4,4,0,6,1,3,2,5
ST-01282,EMEA,Poland,Cell Site,Orange,54.33397,13.27046,5,3,4,2,1,7,2,8
ST-01283,APAC,India,Warehouse,,18.06781,99.06238,7,1,1,2,3,4,3,3
ST-01284,EMEA,Italy,Cell Site,A1 Telekom,49.85914,15.14426,1,4,4,3,1,6,3,6
ST-01285,EMEA,Germany,Cell Site,Telefónica,46.99389,4.90958,6,2,0,3,0,1,2,8
ST-01286,EMEA,Netherlands,Cell Site,Orange,56.68117,18.19239,2,1,4,1,0,3,3,2
ST-01287,APAC,Japan,Cell Site,Singtel,14.89069,119.65452,2,1,1,5,2,2,3,6
ST-01288,EMEA,Spain,Cell Site,Telefónica,40.84328,-9.5412,0,3,5,3,1,4,1,7
ST-01289,AMER,Colombia,Data Center,TIM Brasil,43.19626,-67.24444,2,4,1,4,3,3,1,2
ST-01290,AMER,Brazil,Cell Site,TIM Brasil,22.54629,-67.54745,0,1,1,2,3,2,3,4
ST-01291,APAC,Indonesia,Cell Site,Bharti Airtel,31.45208,133.01281,0,3,3,2,1,4,0,3
ST-01292,AMER,Mexico,Cell Site,AT&T,45.26776,-67.24787,3,5,0,1,4,3,1,4
ST-01293,EMEA,Poland,Cell Site,Three,56.29372,10.06783,6,4,6,2,0,3,0,7
ST-01294,EMEA,UK,Warehouse,,52.70019,3.32987,4,5,2,2,1,2,2,4
ST-01295,EMEA,Spain,Warehouse,,56.5283,24.34363,3,2,3,2,0,8,2,1
ST-01296,APAC,Australia,Warehouse,,3.57956,107.35099,1,2,0,1,2,4,2,6
ST-01297,APAC,India,Data Center,Reliance Jio,7.68635,96.79,2,3,0,2,2,5,2,3
ST-01298,AMER,Colombia,Integration Center,,2.34035,-74.97354,0,3,2,1,1,2,2,1
ST-01299,EMEA,Spain,Cell Site,Deutsche Telekom,43.59314,2.3686,2,4,3,4,5,3,1,5
ST-01300,APAC,Australia,Cell Site,Telstra,4.68385,109.14599,0,4,1,4,0,5,0,3
ST-01301,EMEA,Netherlands,Cell Site,Deutsche Telekom,46.77444,5.94824,3,4,1,0,3,1,2,2
ST-01302,EMEA,UK,Cell Site,A1 Telekom,52.00211,1.52633,1,3,2,1,2,1,3,3
ST-01303,AMER,Canada,Integration Center,,29.44384,-64.68923,3,3,1,4,3,3,2,0
ST-01304,EMEA,Sweden,Cell Site,Telia,49.78101,5.54711,2,3,3,1,1,2,2,5
ST-01305,EMEA,Germany,Data Center,Three,39.49232,27.29695,8,3,2,0,1,3,4,5
ST-01306,EMEA,Czechia,Cell Site,Telefónica,53.79639,-0.14236,4,2,2,1,3,5,3,5
ST-01307,EMEA,France,Cell Site,Telefónica,38.76587,-8.02759,3,4,2,1,0,5,0,2
ST-01308,EMEA,Austria,Warehouse,,39.76382,19.29501,1,1,0,3,0,1,2,3
ST-01309,EMEA,Germany,Warehouse,,50.73834,28.69747,1,1,0,1,1,5,1,2
ST-01310,EMEA,France,Cell Site,Orange,43.04927,21.46401,1,2,2,6,4,3,0,5
ST-01311,APAC,Australia,Cell Site,Bharti Airtel,5.6979,118.12913,4,5,2,1,1,2,0,3
ST-01312,EMEA,Poland,Integration Center,,46.66977,23.52798,1,2,0,1,3,3,0,5
ST-01313,APAC,Malaysia,Cell Site,China Mobile,28.36253,99.71577,1,0,3,2,0,1,4,3
ST-01314,EMEA,Italy,Warehouse,,59.59711,22.92573,1,4,3,1,4,3,2,3
ST-01315,EMEA,Italy,Data Center,Vodafone,43.86576,23.04121,1,2,0,2,1,4,3,6
ST-01316,EMEA,UK,Cell Site,Deutsche Telekom,58.92277,25.61128,2,4,3,2,2,2,0,3
ST-01317,EMEA,Austria,Cell Site,A1 Telekom,48.90525,13.08591,3,4,3,2,2,2,1,2
ST-01318,EMEA,Netherlands,Data Center,Deutsche Telekom,37.66497,-3.41174,2,3,1,1,3,4,4,8
ST-01319,APAC,South Korea,Warehouse,,39.32174,128.48951,5,3,4,0,1,5,3,3
ST-01320,EMEA,Poland,Cell Site,A1 Telekom,35.63768,11.90171,5,3,2,3,1,4,2,3
ST-01321,EMEA,Spain,Warehouse,,43.63242,2.46052,1,2,2,1,2,1,5,4
ST-01322,EMEA,Germany,Integration Center,,48.91509,2.80603,3,1,4,2,1,3,1,5
ST-01323,EMEA,Poland,Warehouse,,41.28886,27.51264,3,3,0,2,2,4,4,2
ST-01324,AMER,Argentina,Integration Center,,-31.41285,-82.55316,7,5,1,3,3,4,0,2
ST-01325,EMEA,Czechia,Data Center,Deutsche Telekom,47.77965,7.59807,4,2,4,5,0,4,3,5
ST-01326,EMEA,UK,Cell Site,A1 Telekom,51.43128,-8.97296,1,0,1,3,3,7,5,5
ST-01327,APAC,India,Integration Center,,35.51494,115.01061,3,3,3,1,1,3,2,7
ST-01328,AMER,Colombia,Cell Site,TIM Brasil,14.8307,-81.48916,1,2,3,1,3,3,2,3
ST-01329,EMEA,Austria,Cell Site,Deutsche Telekom,46.11271,-2.53202,2,3,2,3,1,4,2,1
ST-01330,EMEA,Italy,Data Center,Telia,47.60989,6.85389,1,7,4,5,3,3,1,6
ST-01331,EMEA,UK,Cell Site,Orange,46.70299,-9.44676,5,2,1,1,2,3,2,2
ST-01332,APAC,Singapore,Cell Site,China Mobile,6.10485,128.15857,3,3,3,6,2,3,1,4
ST-01333,AMER,USA,Cell Site,Claro,2.71936,-70.28372,2,6,1,2,0,4,2,4
ST-01334,AMER,Mexico,Warehouse,,-19.59999,-72.07159,6,0,1,1,4,1,4,2
ST-01335,EMEA,Sweden,Cell Site,Telenor,42.22779,18.20487,3,6,5,0,3,3,1,5
ST-01336,APAC,Japan,Cell Site,Singtel,4.38457,106.68207,1,2,4,1,4,5,1,3
ST-01337,EMEA,Austria,Cell Site,Vodafone,37.98391,15.18577,5,3,1,2,2,3,1,4
ST-01338,EMEA,Netherlands,Cell Site,Telefónica,44.81495,-7.02892,1,1,4,0,1,0,2,3
ST-01339,AMER,Chile,Cell Site,TIM Brasil,12.37294,-99.00412,1,5,2,0,1,4,2,2
ST-01340,EMEA,Italy,Data Center,Three,55.46194,27.53385,4,3,5,2,4,0,0,2
ST-01341,APAC,Japan,Data Center,NTT Docomo,32.59276,137.57529,3,4,4,1,4,3,1,5
ST-01342,APAC,India,Cell Site,Singtel,35.98736,134.74652,2,2,2,2,7,2,3,2
ST-01343,EMEA,Czechia,Cell Site,Deutsche Telekom,41.136,-0.75325,1,2,3,3,4,5,0,1
ST-01344,AMER,Chile,Cell Site,Claro,37.84808,-80.34461,4,3,3,2,2,2,3,4
ST-01345,EMEA,Poland,Cell Site,Deutsche Telekom,58.55781,25.89035,3,3,4,2,1,0,1,3
ST-01346,AMER,USA,Data Center,Verizon,45.38604,-86.95521,0,6,0,0,0,3,0,4
ST-01347,AMER,Argentina,Warehouse,,-23.0388,-72.88224,4,1,6,2,4,2,1,2
ST-01348,EMEA,Spain,Cell Site,Telia,46.01442,27.3577,3,1,0,1,3,3,0,3
ST-01349,APAC,Vietnam,Warehouse,,34.30061,136.44145,2,4,4,2,2,5,1,4
ST-01350,AMER,Chile,Cell Site,Verizon,16.10796,-78.95089,1,1,3,2,1,4,4,9
ST-01351,EMEA,Spain,Warehouse,,56.17709,10.4756,3,4,1,1,2,3,0,3
ST-01352,EMEA,Spain,Cell Site,Telia,57.50072,-8.62287,2,2,5,5,3,6,2,4
ST-01353,EMEA,UK,Cell Site,Vodafone,43.96974,23.39335,3,2,1,3,1,6,0,3
