sku_id,total_returns,avg_inventory,total_shipped_qty,failure_rate,vendor,category,technology,unit_weight_kg,unit_volume_m3,std_cost_usd,supplier_nominal_lead_time_days,DOA,FIRMWARE,INTERMITTENT,MECH_DAMAGE,NO_POWER,OTHER,OVERHEAT,RF_FAULT
SKU-00243,13,8.93939393939394,235,0.05531914893617021,ZTE,Small Cell,5G,43.28,0.4395,515.06,58,3,1,0,2,2,0,3,2
SKU-03621,12,9.1,217,0.055299539170506916,Samsung,Small Cell,5G,30.37,0.3171,539.95,52,1,3,1,0,2,2,0,3
SKU-01054,11,9.777777777777779,199,0.05527638190954774,Ciena,Antenna,Dual (4G/5G),12.41,0.1392,200.11,10,1,0,2,3,2,1,1,1
SKU-00828,10,8.875,181,0.055248618784530384,Ciena,Edge Router,Dual (4G/5G),6.52,0.0666,925.49,68,2,2,1,0,0,3,2,0
SKU-03314,14,8.886363636363637,254,0.05511811023622047,Huawei,Edge Router,Dual (4G/5G),17.4,0.181,499.3,39,3,1,1,2,2,0,2,3
SKU-04503,14,9.488372093023257,254,0.05511811023622047,Huawei,Antenna,5G,15.77,0.1776,300.64,23,3,3,1,2,0,2,1,2
SKU-04755,13,8.395348837209303,236,0.05508474576271186,ZTE,Microwave,5G,7.14,0.0826,733.35,70,1,2,1,1,1,4,2,1
SKU-00758,13,8.727272727272727,236,0.05508474576271186,Samsung,Fiber,Dual (4G/5G),37.56,0.3922,149.87,26,3,3,0,0,2,1,0,4
SKU-03683,12,8.456521739130435,218,0.05504587155963303,Cisco,Small Cell,4G,21.04,0.2173,385.18,14,1,2,0,0,2,3,1,3
SKU-04300,11,9.157894736842104,200,0.055,Samsung,Small Cell,5G,46.08,0.4754,419.21,9,3,3,2,1,0,1,0,1
SKU-02015,11,9.0,200,0.055,Ciena,Cabling,Dual (4G/5G),10.21,0.1067,508.72,66,1,2,2,1,0,3,0,2
SKU-00481,14,9.131578947368421,255,0.054901960784313725,ZTE,Small Cell,4G,39.62,0.4162,222.04,24,4,1,0,1,1,3,3,1
SKU-01430,9,9.025,164,0.054878048780487805,Huawei,Fiber,5G,51.19,0.5176,379.0,73,0,0,0,3,1,2,0,3
SKU-01905,13,9.314285714285715,237,0.05485232067510549,Juniper,Antenna,5G,11.85,0.1366,441.48,17,2,2,2,0,1,1,2,3
SKU-01157,12,9.02127659574468,219,0.0547945205479452,ZTE,Core,5G,14.61,0.152,132.5,51,1,0,1,3,0,4,2,1
SKU-02210,11,8.378378378378379,201,0.05472636815920398,Ciena,Edge Router,4G,19.54,0.2106,182.08,86,5,0,1,1,1,1,0,2
SKU-02178,7,8.405405405405405,128,0.0546875,Ericsson,Antenna,5G,6.89,0.0712,402.03,64,2,0,0,1,0,3,0,1
SKU-03864,10,8.333333333333334,183,0.0546448087431694,Ericsson,Optical Transport,Dual (4G/5G),11.09,0.1182,277.05,7,3,1,1,0,2,1,0,2
SKU-02319,13,8.923076923076923,238,0.0546218487394958,Nokia,Microwave,5G,58.2,0.6015,137.25,86,1,0,2,3,0,2,1,4
SKU-02850,12,9.75609756097561,220,0.05454545454545454,ZTE,Optical Transport,4G,10.07,0.1131,301.23,86,1,1,0,1,1,4,1,3
SKU-03801,13,8.96,239,0.05439330543933055,Ciena,Cabling,5G,50.91,0.5253,713.1,26,3,0,1,1,0,2,3,3
SKU-02809,10,8.705882352941176,184,0.05434782608695652,Juniper,Antenna,5G,7.03,0.0811,533.05,79,1,2,1,0,3,2,0,1
SKU-01654,10,9.862068965517242,184,0.05434782608695652,HPE Aruba,Cabling,5G,3.04,0.0459,278.49,74,1,3,0,1,3,2,0,0
SKU-02630,12,8.6,221,0.05429864253393665,Ciena,RAN,4G,6.4,0.0774,617.53,31,4,0,0,2,4,1,0,1
SKU-02535,14,8.576923076923077,258,0.05426356589147287,NEC,RAN,4G,8.8,0.1051,450.75,43,2,1,0,2,4,1,3,1
SKU-02149,14,9.035714285714286,258,0.05426356589147287,Samsung,RAN,4G,29.16,0.3013,961.76,61,1,1,0,1,2,2,2,5
SKU-00802,14,9.478260869565217,258,0.05426356589147287,Juniper,Fiber,4G,40.69,0.4116,850.28,47,3,1,1,1,2,1,3,2
SKU-00653,11,8.891891891891891,203,0.054187192118226604,HPE Aruba,Optical Transport,5G,31.14,0.3277,708.08,35,1,2,1,1,1,2,0,3
SKU-02837,11,8.578947368421053,203,0.054187192118226604,Ericsson,Small Cell,Dual (4G/5G),22.17,0.24,790.2,88,1,1,0,1,0,2,2,4
SKU-01003,11,9.86111111111111,203,0.054187192118226604,ZTE,Core,5G,34.69,0.3531,1411.19,8,1,1,3,0,0,2,1,3
SKU-01112,13,7.885714285714286,240,0.05416666666666667,Ciena,Small Cell,5G,37.88,0.3797,108.96,26,0,4,1,1,2,2,0,3
SKU-02999,13,9.457142857142857,240,0.05416666666666667,HPE Aruba,Core,Dual (4G/5G),36.72,0.3829,1485.39,8,2,2,2,0,1,3,1,2
SKU-03966,13,10.567567567567568,240,0.05416666666666667,Juniper,Small Cell,4G,31.72,0.3209,165.07,71,0,1,0,2,0,7,1,2
SKU-02780,15,8.743589743589743,277,0.05415162454873646,Cisco,RAN,4G,22.33,0.2406,862.03,72,2,1,0,4,1,3,0,4
SKU-04576,15,9.17142857142857,277,0.05415162454873646,Cisco,Microwave,4G,14.38,0.1596,456.04,77,4,1,2,0,0,4,2,2
SKU-04988,12,9.794871794871796,222,0.05405405405405406,Ciena,Core,5G,8.81,0.097,744.55,47,0,1,0,2,2,3,1,3
SKU-00580,12,8.666666666666666,222,0.05405405405405406,Ericsson,Small Cell,4G,7.15,0.082,613.56,35,3,2,0,0,1,2,1,3
SKU-03804,12,8.925,222,0.05405405405405406,Juniper,Antenna,5G,3.08,0.0317,179.83,33,4,4,2,1,0,1,0,0
SKU-04573,13,8.422222222222222,241,0.05394190871369295,HPE Aruba,Small Cell,5G,23.02,0.2313,508.78,56,0,2,2,0,0,1,1,7
SKU-01880,11,9.06,204,0.05392156862745098,Cisco,RAN,Dual (4G/5G),13.33,0.142,658.28,27,4,2,0,0,0,1,2,2
SKU-00365,11,8.482758620689655,204,0.05392156862745098,Samsung,Fiber,5G,29.35,0.3004,199.47,48,1,3,0,0,2,1,2,2
SKU-04993,11,8.666666666666666,204,0.05392156862745098,Samsung,Edge Router,5G,15.96,0.1713,253.33,68,2,0,2,2,0,2,1,2
SKU-02819,12,9.4,223,0.053811659192825115,HPE Aruba,RAN,4G,7.03,0.0731,713.08,24,1,3,1,2,2,1,0,2
SKU-01463,12,8.625,223,0.053811659192825115,Huawei,Core,5G,24.23,0.2541,339.05,79,1,3,0,1,1,3,0,3
SKU-03773,10,9.586206896551724,186,0.053763440860215055,Juniper,Core,Dual (4G/5G),12.61,0.1407,587.61,85,0,2,0,3,0,1,1,3
SKU-01884,15,8.977777777777778,279,0.053763440860215055,NEC,RAN,5G,18.29,0.1864,182.03,25,0,2,1,4,1,1,1,5
SKU-04230,15,8.0,279,0.053763440860215055,Ciena,Small Cell,5G,19.88,0.2031,198.59,56,2,7,1,1,0,2,0,2
SKU-00312,13,8.745098039215685,242,0.05371900826446281,Nokia,Core,5G,17.01,0.1761,249.6,67,2,1,1,1,0,5,1,2
SKU-02113,13,9.883720930232558,242,0.05371900826446281,Cisco,Power,5G,10.25,0.1158,173.53,55,1,4,2,0,1,2,2,1
SKU-02157,13,8.405405405405405,242,0.05371900826446281,Nokia,Power,4G,26.74,0.2779,321.17,60,1,2,0,1,1,1,1,6
SKU-04076,11,9.63888888888889,205,0.05365853658536585,Samsung,RAN,Dual (4G/5G),4.16,0.0547,145.34,29,0,1,2,1,2,2,2,1
SKU-00801,11,9.166666666666666,205,0.05365853658536585,Ericsson,Small Cell,4G,8.9,0.0921,466.78,43,1,1,0,0,2,3,0,4
SKU-00194,11,9.37037037037037,205,0.05365853658536585,Ericsson,Antenna,5G,6.66,0.0852,326.21,76,2,0,2,0,1,3,1,2
SKU-04962,12,8.4,224,0.05357142857142857,NEC,Core,5G,5.96,0.0745,43.05,60,1,0,3,3,1,2,0,2
SKU-00764,12,9.166666666666666,224,0.05357142857142857,HPE Aruba,Core,4G,5.76,0.0597,699.58,44,3,2,0,1,2,1,0,3
SKU-02318,12,9.542857142857143,224,0.05357142857142857,Ciena,Core,Dual (4G/5G),21.68,0.2343,796.71,84,0,1,1,0,3,2,1,4
SKU-01033,16,8.583333333333334,299,0.05351170568561873,HPE Aruba,Fiber,4G,8.67,0.0969,267.72,60,2,2,0,1,2,5,1,3
SKU-00759,13,7.945945945945946,243,0.053497942386831275,HPE Aruba,Cabling,4G,35.41,0.3584,232.84,71,2,1,0,1,1,5,2,1
SKU-00113,10,8.85,187,0.053475935828877004,Samsung,RAN,4G,10.21,0.1138,509.92,48,1,2,2,1,0,0,2,2
SKU-01545,10,9.211538461538462,187,0.053475935828877004,ZTE,Edge Router,4G,30.34,0.3223,69.99,44,1,2,0,1,1,5,0,0
SKU-01952,10,8.975,187,0.053475935828877004,NEC,Antenna,Dual (4G/5G),7.03,0.0833,168.68,30,1,1,1,0,0,3,2,2
SKU-01139,10,9.18867924528302,187,0.053475935828877004,NEC,Antenna,5G,24.58,0.2496,875.18,14,0,2,0,1,0,0,0,7
SKU-01919,10,8.96774193548387,187,0.053475935828877004,Ciena,RAN,5G,7.39,0.0921,315.58,56,3,0,0,0,1,1,2,3
SKU-01565,10,8.4,187,0.053475935828877004,Nokia,Edge Router,4G,16.76,0.1866,203.69,65,2,3,0,0,1,3,1,0
SKU-01475,14,10.45,262,0.05343511450381679,HPE Aruba,Microwave,Dual (4G/5G),53.27,0.538,167.81,72,2,3,3,0,0,4,1,1
SKU-00766,14,9.166666666666666,262,0.05343511450381679,HPE Aruba,Optical Transport,5G,11.39,0.1173,437.0,53,1,2,3,2,2,0,1,3
SKU-01480,12,10.0,225,0.05333333333333334,Samsung,RAN,4G,9.35,0.0952,576.73,16,0,3,3,1,0,1,1,3
SKU-04245,9,8.9,169,0.05325443786982249,Cisco,Cabling,4G,4.84,0.0526,324.79,46,0,0,1,1,0,2,4,1
SKU-03649,14,8.63265306122449,263,0.053231939163498096,Huawei,Cabling,5G,21.68,0.2252,71.12,42,1,4,2,2,2,3,0,0
SKU-04376,14,8.40625,263,0.053231939163498096,Cisco,Power,5G,7.88,0.0807,328.92,48,2,6,0,3,0,0,1,2
SKU-00130,17,9.5,320,0.053125,Juniper,Power,5G,16.78,0.1812,414.3,32,1,1,3,3,1,3,2,3
SKU-00092,12,8.384615384615385,226,0.05309734513274336,Ericsson,Fiber,4G,18.03,0.1827,634.93,78,1,0,3,1,2,2,3,0
SKU-00936,13,8.85,245,0.053061224489795916,Ericsson,Cabling,Dual (4G/5G),27.67,0.2837,282.96,50,2,4,0,0,1,3,1,2
SKU-01916,13,9.642857142857142,245,0.053061224489795916,Samsung,Small Cell,4G,19.31,0.1949,59.45,19,0,3,2,3,0,1,1,3
SKU-01856,15,9.657894736842104,283,0.053003533568904596,Cisco,Fiber,4G,30.96,0.3198,215.32,80,2,2,0,4,1,1,0,5
SKU-02433,8,9.633333333333333,151,0.052980132450331126,NEC,Microwave,5G,17.7,0.1819,43.66,79,0,1,2,3,1,0,0,1
SKU-04161,8,9.186046511627907,151,0.052980132450331126,Huawei,RAN,4G,11.7,0.128,265.05,7,3,0,0,2,0,1,1,1
SKU-00183,10,9.023809523809524,189,0.05291005291005291,Ericsson,Core,4G,24.01,0.2502,225.23,52,2,2,3,1,2,0,0,0
SKU-03368,11,9.386363636363637,208,0.052884615384615384,Juniper,Fiber,5G,11.92,0.1305,328.18,9,2,1,0,0,1,3,0,4
SKU-04182,12,8.214285714285714,227,0.05286343612334802,Cisco,RAN,Dual (4G/5G),10.42,0.1199,708.88,25,0,1,2,3,1,4,0,1
SKU-01382,12,8.868421052631579,227,0.05286343612334802,Ciena,Fiber,5G,7.46,0.0881,501.52,83,4,2,1,1,0,1,1,2
SKU-04269,13,8.666666666666666,246,0.052845528455284556,Ciena,Power,5G,13.17,0.1483,322.74,10,3,2,0,1,0,3,1,3
SKU-01894,15,9.142857142857142,284,0.0528169014084507,NEC,Power,4G,7.31,0.0801,136.33,21,1,4,2,1,1,1,1,4
SKU-02781,15,9.6,284,0.0528169014084507,Juniper,Core,4G,24.76,0.2544,324.06,32,1,4,3,2,1,0,1,3
SKU-00754,15,8.5,284,0.0528169014084507,Cisco,Fiber,5G,17.28,0.1777,388.48,49,2,2,3,1,2,2,1,2
SKU-01966,10,9.026315789473685,190,0.05263157894736842,Ciena,Power,Dual (4G/5G),40.38,0.4172,639.39,68,0,3,2,0,1,0,1,3
SKU-04971,14,8.466666666666667,266,0.05263157894736842,Cisco,Microwave,5G,12.7,0.1401,581.31,66,0,2,1,3,2,1,1,4
SKU-03365,11,8.981818181818182,209,0.05263157894736842,Cisco,Cabling,4G,6.87,0.0845,403.25,80,0,1,1,4,1,1,1,2
SKU-01768,11,8.903225806451612,209,0.05263157894736842,Ericsson,Microwave,4G,30.08,0.3055,821.52,65,0,2,4,0,2,1,0,2
SKU-02863,10,9.192307692307692,190,0.05263157894736842,ZTE,Core,5G,22.85,0.2292,536.85,12,1,1,2,1,1,2,1,1
SKU-01354,11,8.263157894736842,209,0.05263157894736842,HPE Aruba,Microwave,4G,19.51,0.1952,1072.17,86,0,3,2,0,2,4,0,0
SKU-01847,15,9.380952380952381,286,0.05244755244755245,HPE Aruba,Cabling,5G,10.7,0.1154,758.36,37,2,3,3,2,2,2,1,0
SKU-02062,13,9.238095238095237,248,0.05241935483870968,ZTE,RAN,5G,10.02,0.1064,504.9,5,0,1,1,1,2,3,2,3
SKU-00958,11,9.523809523809524,210,0.05238095238095238,Juniper,Power,5G,5.9,0.0611,253.33,16,0,1,1,0,1,1,1,6
SKU-03184,10,8.630434782608695,191,0.05235602094240838,NEC,Small Cell,Dual (4G/5G),15.48,0.163,492.84,86,2,0,2,1,0,3,0,2
SKU-01006,10,8.833333333333334,191,0.05235602094240838,Ciena,Power,Dual (4G/5G),32.32,0.3296,160.56,37,0,2,2,0,0,2,0,4
SKU-03942,14,9.657894736842104,268,0.05223880597014925,Huawei,Antenna,5G,10.95,0.1107,433.92,67,1,3,2,0,0,3,0,5
SKU-00256,14,9.472222222222221,268,0.05223880597014925,Huawei,RAN,Dual (4G/5G),21.09,0.2247,152.18,57,1,2,1,1,2,1,1,5
SKU-04178,10,8.34375,192,0.052083333333333336,HPE Aruba,Small Cell,4G,16.49,0.1773,491.29,78,2,1,3,2,1,1,0,0
SKU-01417,10,8.720930232558139,192,0.052083333333333336,Ericsson,RAN,4G,13.84,0.1414,224.51,14,2,1,1,1,1,0,0,4
SKU-03854,9,8.571428571428571,173,0.05202312138728324,Cisco,Cabling,Dual (4G/5G),8.66,0.0937,465.86,55,1,2,0,0,2,1,1,2
SKU-02558,9,8.673076923076923,173,0.05202312138728324,Samsung,RAN,5G,10.76,0.1226,448.65,58,2,0,1,0,1,1,0,4
SKU-02265,9,8.444444444444445,173,0.05202312138728324,Huawei,Power,5G,17.82,0.1812,1055.95,24,0,1,1,3,0,2,1,1
SKU-04183,9,9.116279069767442,173,0.05202312138728324,ZTE,Antenna,4G,37.72,0.3895,222.68,62,0,1,1,1,0,3,1,2
SKU-03893,12,8.976744186046512,231,0.05194805194805195,NEC,Power,4G,7.18,0.0773,133.82,32,2,1,1,2,0,2,0,4
SKU-02364,8,9.13888888888889,154,0.05194805194805195,Huawei,Antenna,5G,14.98,0.154,589.49,88,3,0,2,0,1,1,0,1
SKU-04571,12,8.976190476190476,231,0.05194805194805195,Samsung,Core,4G,40.7,0.4073,676.12,20,0,3,2,3,0,1,1,2
SKU-03877,11,9.027027027027026,212,0.05188679245283019,Juniper,Power,Dual (4G/5G),10.82,0.1096,1511.7,26,3,3,0,2,1,1,1,0
SKU-04775,14,8.590909090909092,270,0.05185185185185185,Cisco,Edge Router,Dual (4G/5G),15.4,0.1669,311.12,66,1,5,2,2,2,1,0,1
SKU-02754,10,9.264705882352942,193,0.05181347150259067,Cisco,RAN,4G,30.28,0.3137,923.05,17,1,4,0,1,1,1,0,2
SKU-04796,12,10.958333333333334,232,0.05172413793103448,NEC,Cabling,Dual (4G/5G),6.36,0.0739,500.37,73,0,2,1,1,4,2,1,1
SKU-01050,12,9.487179487179487,232,0.05172413793103448,Nokia,Core,5G,20.52,0.2113,1700.44,89,0,3,1,1,1,4,0,2
SKU-01185,12,8.466666666666667,232,0.05172413793103448,ZTE,RAN,5G,12.89,0.1377,172.41,26,3,2,1,0,1,5,0,0
SKU-00144,9,8.972222222222221,174,0.05172413793103448,Juniper,RAN,5G,4.59,0.0508,409.88,73,1,1,0,0,1,2,2,2
SKU-03459,14,9.243243243243244,271,0.05166051660516605,NEC,Optical Transport,5G,9.08,0.1075,168.1,45,2,3,0,1,4,1,2,1
SKU-00931,11,10.147058823529411,213,0.051643192488262914,Ciena,Antenna,5G,26.78,0.2856,297.44,50,1,1,4,1,1,1,0,2
SKU-02373,14,9.289473684210526,272,0.051470588235294115,Huawei,Small Cell,4G,42.04,0.4242,190.3,80,1,3,0,1,1,4,2,2
SKU-02277,11,9.073170731707316,214,0.0514018691588785,Huawei,Antenna,4G,32.49,0.3406,1325.97,75,1,2,1,1,1,3,2,0
SKU-04719,11,9.54054054054054,214,0.0514018691588785,Huawei,RAN,4G,11.06,0.1261,224.47,38,1,4,2,0,0,0,1,3
SKU-04626,11,7.9,214,0.0514018691588785,Samsung,Small Cell,5G,23.21,0.2505,249.92,47,0,4,0,0,3,3,0,1
SKU-04448,13,9.577777777777778,253,0.05138339920948617,Juniper,Power,5G,16.04,0.1693,404.66,59,1,2,1,1,2,1,1,4
SKU-02707,12,9.372093023255815,234,0.05128205128205128,HPE Aruba,Core,5G,20.45,0.221,222.86,29,2,0,1,1,4,0,1,3
SKU-02536,10,9.846153846153847,195,0.05128205128205128,Cisco,Core,5G,9.61,0.1005,409.09,22,1,3,2,2,0,0,0,2
SKU-00570,14,9.387755102040817,273,0.05128205128205128,Huawei,RAN,5G,39.92,0.4143,472.82,13,1,2,2,0,2,2,0,5
SKU-01827,10,9.647058823529411,195,0.05128205128205128,Ericsson,Small Cell,Dual (4G/5G),40.35,0.4165,506.23,9,3,2,1,1,0,0,2,1
SKU-02726,11,9.195121951219512,215,0.05116279069767442,Huawei,Fiber,4G,19.04,0.2015,46.78,34,0,3,1,1,1,2,1,2
SKU-04923,12,9.333333333333334,235,0.05106382978723404,NEC,RAN,4G,2.4,0.0277,395.42,23,1,1,3,0,2,2,1,2
SKU-03569,12,9.159090909090908,235,0.05106382978723404,Cisco,Core,Dual (4G/5G),15.21,0.1567,716.02,33,4,2,2,0,1,0,2,1
SKU-00422,12,9.696969696969697,235,0.05106382978723404,Ericsson,RAN,Dual (4G/5G),9.72,0.1103,251.33,88,0,1,0,2,2,5,1,1
SKU-00577,10,9.054054054054054,196,0.05102040816326531,Ericsson,RAN,5G,27.81,0.2851,518.36,16,1,1,2,1,2,2,0,1
SKU-02745,10,9.431372549019608,196,0.05102040816326531,Huawei,Fiber,5G,14.42,0.1567,838.22,85,1,1,1,0,1,1,1,4
SKU-01632,13,8.707317073170731,255,0.050980392156862744,Ericsson,Power,5G,20.51,0.2135,82.2,54,2,2,2,0,2,2,1,2
SKU-02237,11,8.354166666666666,216,0.05092592592592592,ZTE,Core,5G,16.83,0.1697,289.53,40,0,1,5,2,0,1,0,2
SKU-02634,14,9.560975609756097,275,0.05090909090909091,ZTE,Antenna,4G,33.72,0.3555,979.1,48,3,2,2,3,1,1,1,1
SKU-00668,14,9.478260869565217,275,0.05090909090909091,Samsung,Small Cell,4G,40.73,0.4132,481.3,12,3,2,1,1,1,2,0,4
SKU-00646,14,8.72972972972973,275,0.05090909090909091,Samsung,Antenna,4G,28.88,0.2913,1038.22,11,2,1,3,1,1,1,2,3
SKU-03414,14,8.38888888888889,275,0.05090909090909091,Cisco,Edge Router,5G,56.78,0.5805,331.84,79,0,3,0,1,0,3,2,5
SKU-02133,12,8.902439024390244,236,0.05084745762711865,Nokia,Cabling,5G,46.16,0.463,720.21,27,2,1,1,3,2,3,0,0
SKU-03190,9,9.416666666666666,177,0.05084745762711865,Huawei,RAN,5G,18.03,0.1846,309.96,44,0,2,0,0,1,3,2,1
SKU-00866,9,8.829268292682928,177,0.05084745762711865,Cisco,Antenna,5G,13.56,0.136,427.38,18,3,1,0,1,0,2,1,1
SKU-02735,16,8.363636363636363,315,0.050793650793650794,Nokia,RAN,5G,12.01,0.1322,382.71,58,3,4,1,1,0,1,1,5
SKU-00135,10,9.75609756097561,197,0.050761421319796954,Nokia,Small Cell,5G,34.3,0.347,172.54,63,0,2,4,0,0,3,0,1
SKU-03619,10,7.829787234042553,197,0.050761421319796954,HPE Aruba,Cabling,5G,25.73,0.2624,292.28,67,2,2,2,0,1,1,0,2
SKU-02704,10,9.625,197,0.050761421319796954,Huawei,RAN,5G,5.11,0.0666,125.3,32,2,1,0,0,2,3,1,1
SKU-04422,10,8.867924528301886,197,0.050761421319796954,Huawei,Fiber,5G,9.71,0.0993,1297.5,29,2,1,1,2,1,2,1,0
SKU-00597,11,9.256410256410257,217,0.05069124423963134,Nokia,RAN,5G,23.08,0.2368,444.26,10,1,3,0,0,1,2,1,3
SKU-02847,11,8.35135135135135,217,0.05069124423963134,Samsung,Power,5G,23.73,0.2409,289.95,44,2,1,1,2,0,2,1,2
SKU-01140,12,9.634146341463415,237,0.05063291139240506,Juniper,Cabling,Dual (4G/5G),7.11,0.0847,433.88,44,0,3,1,1,1,2,0,4
SKU-00953,13,9.73076923076923,257,0.05058365758754864,Ciena,Fiber,5G,3.1,0.0392,113.25,11,0,2,0,3,2,3,2,1
SKU-01840,13,9.557692307692308,257,0.05058365758754864,HPE Aruba,Antenna,5G,24.61,0.2464,616.66,11,2,1,1,4,2,1,0,2
SKU-00782,13,9.6,257,0.05058365758754864,Ciena,RAN,5G,19.15,0.1921,698.06,25,1,4,3,0,2,1,0,2
SKU-04184,10,8.75,198,0.050505050505050504,NEC,Optical Transport,5G,28.33,0.2923,878.37,77,0,3,2,0,1,2,1,1
SKU-00731,10,8.688888888888888,198,0.050505050505050504,Samsung,Optical Transport,5G,12.59,0.1435,447.43,39,0,3,1,1,0,1,1,3
SKU-02980,10,8.666666666666666,198,0.050505050505050504,Juniper,Core,4G,26.81,0.2727,166.92,66,2,0,3,2,0,1,0,2
SKU-03433,12,9.0,238,0.05042016806722689,NEC,Fiber,5G,40.93,0.4098,711.25,74,2,1,0,1,2,3,0,3
SKU-01116,8,9.085714285714285,159,0.050314465408805034,Huawei,Optical Transport,4G,9.68,0.0996,130.44,6,1,1,1,2,1,1,0,1
SKU-02292,8,9.767441860465116,159,0.050314465408805034,Samsung,RAN,5G,27.29,0.2903,1419.77,38,1,1,0,1,1,1,2,1
SKU-01532,10,9.119047619047619,199,0.05025125628140704,Huawei,Edge Router,Dual (4G/5G),7.52,0.0761,299.71,63,1,0,2,3,0,1,1,2
SKU-01148,11,10.228571428571428,219,0.0502283105022831,Nokia,RAN,4G,9.58,0.1095,349.57,57,1,1,2,1,0,2,1,3
SKU-02440,11,8.40625,219,0.0502283105022831,Juniper,Core,5G,13.6,0.1487,234.25,56,0,0,3,2,1,3,0,2
SKU-02924,11,9.333333333333334,219,0.0502283105022831,Ericsson,Antenna,5G,26.04,0.2663,219.55,83,1,3,1,1,0,1,1,3
SKU-00812,11,8.76086956521739,219,0.0502283105022831,HPE Aruba,Fiber,4G,5.04,0.0668,512.68,48,1,1,1,3,0,1,0,4
SKU-03356,12,8.545454545454545,239,0.0502092050209205,Nokia,RAN,5G,40.94,0.4294,522.31,17,2,1,0,2,0,3,1,3
SKU-02810,12,8.583333333333334,239,0.0502092050209205,HPE Aruba,Small Cell,4G,47.36,0.4757,266.53,73,0,2,0,1,3,2,0,4
SKU-04651,12,9.771428571428572,239,0.0502092050209205,Huawei,Power,5G,14.52,0.1569,190.82,23,2,1,0,0,0,4,3,2
SKU-00010,12,9.93939393939394,239,0.0502092050209205,Samsung,Core,5G,52.28,0.5252,2125.4,35,2,2,3,2,0,0,0,3
SKU-03564,13,8.775510204081632,259,0.05019305019305019,NEC,RAN,5G,31.38,0.3233,484.6,9,2,2,1,1,0,1,3,3
SKU-04553,13,10.586206896551724,259,0.05019305019305019,Ericsson,Small Cell,4G,12.03,0.1322,254.51,23,0,1,3,3,0,4,1,1
SKU-02633,9,9.195121951219512,180,0.05,Cisco,Edge Router,5G,9.04,0.0995,289.3,64,0,3,0,2,2,0,0,2
SKU-04951,13,8.594594594594595,260,0.05,Nokia,Small Cell,4G,30.03,0.3154,249.14,40,1,0,0,0,3,4,2,3
SKU-04119,12,8.775,240,0.05,Huawei,Fiber,5G,5.98,0.0638,184.3,43,0,0,2,2,1,5,1,1
SKU-01910,11,8.666666666666666,220,0.05,ZTE,Microwave,5G,13.24,0.139,740.41,13,0,1,0,1,1,3,1,4
SKU-02141,11,9.295454545454545,220,0.05,Huawei,RAN,5G,36.4,0.3656,124.76,60,1,1,3,0,1,2,0,3
SKU-01570,10,8.775,200,0.05,Ciena,RAN,5G,26.55,0.2726,273.26,20,1,2,0,3,1,1,0,2
SKU-04599,13,9.382352941176471,260,0.05,Cisco,Small Cell,5G,4.49,0.0491,369.55,84,0,2,1,1,1,7,1,0
SKU-04507,13,8.033333333333333,260,0.05,ZTE,Cabling,5G,9.39,0.1044,335.81,12,1,0,3,3,2,2,0,2
SKU-03102,11,8.545454545454545,220,0.05,Huawei,Optical Transport,4G,13.2,0.1328,1627.96,9,0,3,1,1,2,2,1,1
SKU-03038,13,10.0,260,0.05,NEC,Antenna,4G,9.81,0.1091,650.04,78,2,4,0,1,2,2,0,2
SKU-02034,13,8.702127659574469,261,0.04980842911877394,Nokia,Small Cell,4G,6.72,0.0746,1637.74,78,0,1,1,2,1,4,1,3
SKU-02138,13,8.833333333333334,261,0.04980842911877394,Ericsson,Cabling,5G,12.58,0.1403,278.73,45,2,2,0,1,2,4,1,1
SKU-04565,12,8.08108108108108,241,0.04979253112033195,Nokia,Small Cell,5G,27.36,0.2803,156.89,60,2,2,0,2,0,2,0,4
SKU-01652,12,7.428571428571429,241,0.04979253112033195,NEC,Antenna,Dual (4G/5G),11.67,0.1295,1353.87,83,3,1,2,0,2,1,1,2
SKU-00157,12,9.379310344827585,241,0.04979253112033195,Ericsson,Power,5G,30.44,0.3223,655.04,43,0,1,2,4,0,2,0,3
SKU-04018,11,9.714285714285714,221,0.049773755656108594,Nokia,Core,4G,13.75,0.1444,695.23,31,1,4,0,1,2,2,0,1
SKU-01608,11,8.615384615384615,221,0.049773755656108594,ZTE,RAN,Dual (4G/5G),10.96,0.1158,289.51,63,3,1,1,2,0,0,2,2
SKU-03910,10,8.0,201,0.04975124378109453,Ciena,Optical Transport,5G,10.75,0.1267,663.39,30,1,0,2,2,1,2,0,2
SKU-02943,15,7.822222222222222,302,0.04966887417218543,Juniper,Optical Transport,Dual (4G/5G),20.5,0.2163,119.96,22,1,2,3,2,2,2,0,3
SKU-01726,14,8.901960784313726,282,0.04964539007092199,Samsung,RAN,Dual (4G/5G),25.18,0.2523,296.69,37,3,1,1,2,3,0,0,4
SKU-01397,14,9.307692307692308,282,0.04964539007092199,HPE Aruba,Small Cell,Dual (4G/5G),37.61,0.3775,565.93,72,2,0,5,1,0,1,1,4
SKU-02681,14,8.820512820512821,282,0.04964539007092199,Ericsson,Antenna,5G,12.08,0.1382,138.62,11,5,2,0,0,3,1,1,2
SKU-01287,13,9.11111111111111,262,0.04961832061068702,Juniper,Edge Router,5G,11.67,0.129,915.24,25,0,3,3,1,2,1,1,2
