site_id,rma_date,rma_count,rolling_mean,rolling_std,z_score,deviation,pct_change,severity,consecutive_count,region,site_type,country,operator,week_number,year
ST-00832,2024-02-05,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,T-Mobile US,6,2024
ST-00833,2023-06-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Maxis,25,2023
ST-00833,2025-03-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Maxis,10,2025
ST-00836,2023-06-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,25,2023
ST-00836,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,25,2025
ST-00839,2024-04-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,17,2024
ST-00842,2024-02-19,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,TIM Brasil,8,2024
ST-00842,2025-08-25,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,TIM Brasil,35,2025
ST-00843,2024-10-07,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,China Mobile,41,2024
ST-00844,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telefónica,19,2024
ST-00846,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,A1 Telekom,46,2023
ST-00847,2023-12-18,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Mexico,,51,2023
ST-00847,2025-07-21,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Mexico,,30,2025
ST-00849,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,37,2025
ST-00851,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,A1 Telekom,46,2023
ST-00852,2025-05-05,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,19,2025
ST-00853,2025-09-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telia,39,2025
ST-00854,2023-09-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,38,2023
ST-00855,2024-10-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,A1 Telekom,43,2024
ST-00856,2023-06-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,23,2023
ST-00856,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,40,2024
ST-00858,2023-09-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Deutsche Telekom,39,2023
ST-00859,2023-06-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Poland,,25,2023
ST-00860,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,Bharti Airtel,27,2023
ST-00861,2023-01-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,UK,,1,2023
ST-00862,2023-03-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Orange,12,2023
ST-00864,2023-12-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Vodafone,49,2023
ST-00864,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Vodafone,41,2025
ST-00866,2025-04-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,15,2025
ST-00867,2025-03-17,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,Singtel,12,2025
ST-00868,2023-06-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,24,2023
ST-00868,2025-07-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,28,2025
ST-00869,2023-09-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Poland,Deutsche Telekom,39,2023
ST-00870,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,TIM Brasil,22,2024
ST-00871,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,51,2024
ST-00872,2024-12-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,52,2024
ST-00873,2024-09-23,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Japan,,39,2024
ST-00874,2024-12-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,UK,,52,2024
ST-00875,2023-12-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Austria,Three,50,2023
ST-00876,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,Maxis,22,2024
ST-00877,2024-03-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Sweden,,10,2024
ST-00879,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telefónica,28,2023
ST-00883,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,AT&T,20,2023
ST-00883,2024-02-26,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,AT&T,9,2024
ST-00883,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,AT&T,51,2024
ST-00890,2024-02-26,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,TIM Brasil,9,2024
ST-00891,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telefónica,46,2023
ST-00891,2025-08-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telefónica,34,2025
ST-00892,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,China Mobile,33,2024
ST-00893,2025-01-13,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,Verizon,3,2025
ST-00893,2025-07-28,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,Verizon,31,2025
ST-00894,2024-12-02,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Verizon,49,2024
ST-00895,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telia,42,2023
ST-00895,2024-06-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telia,26,2024
ST-00896,2023-12-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telenor,50,2023
ST-00897,2023-12-04,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,Rogers,49,2023
ST-00898,2025-03-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,TIM Brasil,11,2025
ST-00902,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Vodafone,22,2024
ST-00904,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Netherlands,A1 Telekom,42,2023
ST-00904,2024-07-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Netherlands,A1 Telekom,28,2024
ST-00905,2025-08-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Italy,,32,2025
ST-00906,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Malaysia,Maxis,44,2023
ST-00908,2023-02-13,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,USA,AT&T,7,2023
ST-00908,2024-02-19,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,USA,AT&T,8,2024
ST-00910,2024-04-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telefónica,15,2024
ST-00911,2025-02-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Maxis,6,2025
ST-00913,2023-10-09,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Vietnam,Singtel,41,2023
ST-00914,2024-11-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Three,47,2024
ST-00915,2024-02-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,6,2024
ST-00915,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,14,2025
ST-00916,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Orange,46,2024
ST-00917,2025-04-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Three,16,2025
ST-00918,2023-04-17,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,TIM Brasil,16,2023
ST-00919,2024-10-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,42,2024
ST-00920,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Germany,,45,2023
ST-00921,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telefónica,3,2024
ST-00921,2024-12-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telefónica,49,2024
ST-00921,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telefónica,41,2025
ST-00922,2023-02-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Deutsche Telekom,8,2023
ST-00922,2024-12-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Deutsche Telekom,49,2024
ST-00925,2024-07-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,France,Telefónica,30,2024
ST-00926,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Mexico,Rogers,19,2024
ST-00927,2024-10-28,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,44,2024
ST-00928,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telia,19,2024
ST-00929,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telenor,44,2023
ST-00931,2025-05-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,SK Telecom,20,2025
ST-00932,2024-06-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,AT&T,24,2024
ST-00932,2025-02-17,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,AT&T,8,2025
ST-00933,2024-07-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,France,,31,2024
ST-00934,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,34,2023
ST-00934,2024-12-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,49,2024
ST-00937,2024-04-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,17,2024
ST-00938,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,Bharti Airtel,45,2023
ST-00939,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Bharti Airtel,9,2023
ST-00943,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,46,2023
ST-00943,2025-05-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,21,2025
ST-00944,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Indonesia,Singtel,5,2025
ST-00946,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,46,2023
ST-00947,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,20,2023
ST-00948,2023-06-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,26,2023
ST-00948,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,25,2025
ST-00951,2025-03-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Vodafone,11,2025
ST-00952,2024-03-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Three,10,2024
ST-00955,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telefónica,25,2024
ST-00955,2024-10-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telefónica,42,2024
ST-00961,2025-02-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Thailand,,7,2025
ST-00962,2024-02-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Indonesia,NTT Docomo,7,2024
ST-00962,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Indonesia,NTT Docomo,37,2025
ST-00963,2024-04-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,14,2024
ST-00963,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,22,2025
ST-00964,2025-05-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Vodafone,20,2025
ST-00967,2023-02-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Three,8,2023
ST-00969,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,France,Telefónica,34,2023
ST-00969,2025-07-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,France,Telefónica,28,2025
ST-00971,2024-10-28,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,China Mobile,44,2024
ST-00972,2025-02-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Maxis,7,2025
ST-00975,2024-07-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Austria,,30,2024
ST-00977,2023-11-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Deutsche Telekom,48,2023
ST-00978,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,USA,,9,2023
ST-00980,2025-08-18,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Japan,,34,2025
ST-00981,2024-08-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Vodafone,34,2024
ST-00985,2024-06-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Vietnam,,24,2024
ST-00987,2024-07-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,A1 Telekom,30,2024
ST-00991,2023-11-20,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,USA,T-Mobile US,47,2023
ST-00991,2025-02-17,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,USA,T-Mobile US,8,2025
ST-00995,2023-04-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Sweden,Telefónica,17,2023
ST-00996,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,TIM Brasil,33,2024
ST-00997,2023-11-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Sweden,A1 Telekom,48,2023
ST-00999,2024-02-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,SK Telecom,7,2024
ST-00999,2025-08-25,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,SK Telecom,35,2025
ST-01000,2023-07-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,29,2023
ST-01000,2024-05-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,21,2024
ST-01001,2024-08-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,34,2024
ST-01002,2025-09-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Orange,39,2025
ST-01003,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Telstra,42,2023
ST-01004,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Bell,20,2023
ST-01006,2024-08-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,32,2024
ST-01007,2024-02-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Indonesia,,8,2024
ST-01010,2024-03-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Vodafone,13,2024
ST-01011,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,33,2024
ST-01013,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,44,2023
ST-01015,2023-04-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,A1 Telekom,16,2023
ST-01015,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,A1 Telekom,25,2024
ST-01015,2025-08-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,A1 Telekom,33,2025
ST-01016,2025-02-03,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,Rogers,6,2025
ST-01017,2024-06-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Three,26,2024
ST-01017,2025-07-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Three,28,2025
ST-01018,2025-03-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,SK Telecom,13,2025
ST-01018,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,SK Telecom,41,2025
ST-01020,2024-04-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Vodafone,18,2024
ST-01022,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Orange,28,2023
ST-01022,2024-08-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Orange,35,2024
ST-01022,2025-06-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Orange,27,2025
ST-01024,2023-09-25,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,Telstra,39,2023
ST-01024,2025-01-13,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,Telstra,3,2025
ST-01025,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telenor,46,2024
ST-01026,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Orange,9,2023
ST-01027,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Chile,Rogers,29,2025
ST-01029,2024-08-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Singtel,34,2024
ST-01030,2024-11-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Orange,47,2024
ST-01031,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,South Korea,,12,2024
ST-01032,2025-04-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Vodafone,16,2025
ST-01035,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Claro,34,2023
ST-01035,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Claro,51,2024
ST-01038,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telenor,9,2023
ST-01038,2025-07-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telenor,28,2025
ST-01039,2023-12-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,NTT Docomo,50,2023
ST-01039,2025-04-21,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,NTT Docomo,17,2025
ST-01040,2023-04-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Canada,Claro,15,2023
ST-01040,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Canada,Claro,42,2025
ST-01041,2024-06-24,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,Bell,26,2024
ST-01043,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,AT&T,3,2024
ST-01043,2025-04-07,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,AT&T,15,2025
ST-01044,2024-12-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,50,2024
ST-01044,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,29,2025
ST-01046,2024-02-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,8,2024
ST-01046,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,41,2025
ST-01047,2024-08-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,35,2024
ST-01048,2023-12-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,50,2023
ST-01049,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Mexico,Verizon,11,2023
ST-01049,2024-06-24,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Mexico,Verizon,26,2024
ST-01050,2024-02-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,9,2024
ST-01050,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,14,2025
ST-01051,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,28,2023
ST-01051,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,29,2025
ST-01052,2025-03-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Telstra,13,2025
ST-01054,2023-12-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,A1 Telekom,49,2023
ST-01057,2023-01-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Deutsche Telekom,5,2023
ST-01057,2023-10-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Deutsche Telekom,40,2023
ST-01057,2024-07-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Deutsche Telekom,28,2024
ST-01058,2024-11-25,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Singapore,,48,2024
ST-01059,2023-12-25,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Maxis,52,2023
ST-01060,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Orange,28,2023
ST-01060,2025-02-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Orange,6,2025
ST-01062,2024-01-29,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Mexico,,5,2024
ST-01062,2025-07-28,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Mexico,,31,2025
ST-01064,2023-03-20,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,China Mobile,12,2023
ST-01064,2024-07-01,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,China Mobile,27,2024
ST-01065,2023-04-03,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,14,2023
ST-01065,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,23,2025
ST-01066,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Orange,45,2023
ST-01067,2023-06-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,26,2023
ST-01068,2023-06-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,24,2023
ST-01070,2023-06-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telia,25,2023
ST-01071,2025-06-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Vodafone,24,2025
ST-01072,2023-07-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telia,30,2023
ST-01073,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,9,2023
ST-01073,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,25,2025
ST-01074,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,19,2024
ST-01076,2025-09-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,Deutsche Telekom,36,2025
ST-01078,2024-03-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,11,2024
ST-01079,2025-07-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telefónica,30,2025
ST-01080,2023-10-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,UK,,43,2023
ST-01081,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,France,Three,14,2025
ST-01083,2025-01-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Colombia,,2,2025
ST-01085,2023-10-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Australia,,40,2023
ST-01087,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,TIM Brasil,34,2023
ST-01089,2024-04-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telefónica,15,2024
ST-01092,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Spain,Deutsche Telekom,34,2023
ST-01094,2025-07-21,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Indonesia,,30,2025
