sku_id,vendor,category,technology,unit_weight_kg,unit_volume_m3,std_cost_usd,supplier_nominal_lead_time_days
SKU-00383,Huawei,RAN,4G,12.62,0.128,912.11,68
SKU-00384,NEC,RAN,4G,12.94,0.1485,82.2,43
SKU-00385,Juniper,Power,Dual (4G/5G),13.37,0.1386,314.25,12
SKU-00386,NEC,Power,5G,39.42,0.4129,498.2,66
SKU-00387,Samsung,Small Cell,5G,4.9,0.0657,949.4,86
SKU-00388,NEC,Microwave,4G,34.32,0.3542,597.72,43
SKU-00389,Samsung,Optical Transport,Dual (4G/5G),17.56,0.1823,257.11,18
SKU-00390,Juniper,RAN,Dual (4G/5G),29.38,0.311,169.69,56
SKU-00391,HPE Aruba,Small Cell,5G,9.42,0.0973,123.61,86
SKU-00392,Samsung,Fiber,4G,9.59,0.0995,191.98,61
SKU-00393,Ericsson,Antenna,4G,17.29,0.1774,620.31,25
SKU-00394,NEC,Small Cell,5G,8.35,0.0955,842.84,27
SKU-00395,NEC,Power,5G,8.32,0.0895,298.33,8
SKU-00396,Ericsson,Edge Router,4G,3.82,0.058,969.84,78
SKU-00397,Nokia,Core,5G,10.94,0.1133,559.06,47
SKU-00398,Cisco,Power,4G,16.52,0.1813,3048.72,15
SKU-00399,HPE Aruba,Edge Router,5G,16.19,0.1638,93.13,88
SKU-00400,Ciena,Edge Router,5G,19.29,0.2,338.71,23
SKU-00401,Samsung,Small Cell,4G,22.71,0.232,478.07,69
SKU-00402,Ericsson,Small Cell,5G,23.27,0.2522,1768.84,6
SKU-00403,Juniper,Fiber,5G,15.31,0.1536,125.99,53
SKU-00404,Samsung,Fiber,4G,30.0,0.3144,186.27,73
SKU-00405,Cisco,Cabling,Dual (4G/5G),5.7,0.062,421.59,38
SKU-00406,Juniper,RAN,4G,31.65,0.3327,151.63,8
SKU-00407,Huawei,RAN,4G,52.19,0.5281,330.7,43
SKU-00408,NEC,Cabling,4G,24.88,0.2525,109.03,53
SKU-00409,Huawei,Fiber,4G,4.0,0.0539,1049.61,7
SKU-00410,Samsung,RAN,4G,9.51,0.1003,1545.85,30
SKU-00411,Cisco,Small Cell,4G,9.36,0.1033,1591.2,45
SKU-00412,HPE Aruba,RAN,5G,15.72,0.1598,456.05,69
SKU-00413,Samsung,Optical Transport,4G,29.95,0.314,464.15,20
SKU-00414,Ericsson,Cabling,5G,8.37,0.0918,399.51,62
SKU-00415,ZTE,RAN,4G,43.03,0.4331,803.37,39
SKU-00416,Samsung,RAN,4G,27.41,0.2889,1106.65,87
SKU-00417,NEC,Core,4G,23.0,0.2321,713.84,20
SKU-00418,NEC,Fiber,Dual (4G/5G),7.48,0.0863,489.83,37
SKU-00419,Samsung,Core,5G,55.28,0.5649,709.34,35
SKU-00420,Juniper,Cabling,5G,54.56,0.5642,400.05,26
SKU-00421,ZTE,Power,4G,9.54,0.0984,137.95,65
SKU-00422,Ericsson,RAN,Dual (4G/5G),9.72,0.1103,251.33,88
SKU-00423,Samsung,Small Cell,4G,12.36,0.1312,478.36,68
SKU-00424,Juniper,RAN,4G,20.57,0.2137,201.08,74
SKU-00425,NEC,Small Cell,5G,5.02,0.0602,190.23,39
SKU-00426,NEC,Power,5G,7.73,0.082,661.52,43
SKU-00427,Cisco,Small Cell,Dual (4G/5G),21.83,0.2275,695.34,7
SKU-00428,Samsung,RAN,4G,32.63,0.34,511.09,17
SKU-00429,ZTE,Edge Router,Dual (4G/5G),24.34,0.2525,270.92,18
SKU-00430,Nokia,RAN,5G,30.28,0.3037,307.93,45
SKU-00431,ZTE,RAN,5G,33.31,0.3383,706.3,12
SKU-00432,NEC,Power,4G,34.2,0.349,196.11,23
SKU-00433,NEC,Microwave,4G,24.13,0.2484,125.97,18
SKU-00434,Huawei,Power,Dual (4G/5G),10.85,0.1101,605.32,79
SKU-00435,NEC,RAN,5G,2.71,0.0361,366.68,54
SKU-00436,Ericsson,Core,5G,39.31,0.4069,1148.0,65
SKU-00437,Ciena,Fiber,Dual (4G/5G),19.7,0.198,172.05,40
SKU-00438,Samsung,Edge Router,4G,19.21,0.2071,953.13,71
SKU-00439,ZTE,Cabling,5G,34.55,0.3646,252.89,81
SKU-00440,Ciena,Cabling,5G,6.17,0.0619,754.21,84
SKU-00441,Juniper,Antenna,4G,20.83,0.2122,143.92,49
SKU-00442,Nokia,Core,4G,11.47,0.1256,111.71,78
SKU-00443,Ericsson,Cabling,5G,17.77,0.1821,534.18,86
SKU-00444,ZTE,Small Cell,5G,49.53,0.5106,323.71,76
SKU-00445,Ciena,Fiber,5G,13.75,0.1437,458.28,11
SKU-00446,Nokia,Edge Router,4G,20.65,0.2124,184.85,26
SKU-00447,Huawei,Cabling,Dual (4G/5G),18.41,0.1841,524.51,13
SKU-00448,Ericsson,Fiber,4G,31.54,0.3208,1117.82,64
SKU-00449,Ericsson,Power,5G,24.69,0.2513,970.03,46
SKU-00450,Huawei,RAN,5G,9.08,0.0977,235.15,63
SKU-00451,Samsung,Microwave,4G,45.28,0.4558,147.67,44
SKU-00452,Huawei,Antenna,4G,19.8,0.2099,402.44,33
SKU-00453,Ericsson,Optical Transport,5G,8.67,0.0915,794.72,59
SKU-00454,Ericsson,Fiber,Dual (4G/5G),6.25,0.0791,104.53,68
SKU-00455,Ciena,Core,4G,27.04,0.2761,656.89,46
SKU-00456,NEC,Power,5G,38.24,0.3866,2014.7,33
SKU-00457,Nokia,RAN,5G,32.2,0.3231,672.98,25
SKU-00458,Huawei,Microwave,4G,15.47,0.1695,116.23,67
SKU-00459,Nokia,Small Cell,5G,15.71,0.1673,163.01,67
SKU-00460,Huawei,Antenna,Dual (4G/5G),25.89,0.2612,232.3,42
SKU-00461,Juniper,Cabling,4G,7.73,0.0817,359.24,83
SKU-00462,Ericsson,Edge Router,Dual (4G/5G),38.49,0.4049,533.37,70
SKU-00463,NEC,Cabling,4G,28.6,0.3021,717.92,16
SKU-00464,Ciena,Power,5G,10.22,0.1092,317.74,37
SKU-00465,NEC,Power,5G,18.29,0.1938,495.13,83
SKU-00466,NEC,RAN,5G,16.08,0.1691,169.84,5
SKU-00467,NEC,Cabling,5G,12.9,0.1297,229.34,72
SKU-00468,Nokia,Fiber,4G,36.12,0.3768,818.91,32
SKU-00469,Huawei,Small Cell,5G,2.59,0.0402,579.24,66
SKU-00470,HPE Aruba,RAN,5G,30.17,0.3099,640.06,82
SKU-00471,Juniper,Fiber,4G,36.33,0.3802,175.66,63
SKU-00472,ZTE,Power,Dual (4G/5G),18.62,0.1969,391.38,53
SKU-00473,NEC,Edge Router,4G,1.58,0.0171,431.94,49
SKU-00474,Samsung,RAN,5G,6.3,0.0682,522.36,80
SKU-00475,Nokia,Core,4G,10.12,0.1104,910.33,10
SKU-00476,Ciena,Core,4G,19.24,0.1945,418.26,24
SKU-00477,ZTE,Optical Transport,4G,34.5,0.3564,1439.81,89
SKU-00478,HPE Aruba,Fiber,5G,7.07,0.0731,83.75,20
SKU-00479,Samsung,Fiber,5G,20.4,0.208,315.25,16
SKU-00480,HPE Aruba,Power,5G,4.2,0.0599,921.41,56
SKU-00481,ZTE,Small Cell,4G,39.62,0.4162,222.04,24
SKU-00482,NEC,Core,5G,7.53,0.0863,786.02,62
SKU-00483,Samsung,Optical Transport,5G,16.96,0.182,436.29,49
SKU-00484,HPE Aruba,Cabling,5G,19.87,0.2146,1841.95,6
SKU-00485,Ciena,Microwave,4G,20.19,0.2158,357.48,38
SKU-00486,Huawei,Core,4G,7.79,0.0815,360.92,30
SKU-00487,Ericsson,Microwave,5G,12.86,0.1368,1704.37,37
SKU-00488,Huawei,RAN,4G,6.26,0.0733,302.12,46
SKU-00489,ZTE,Antenna,4G,18.76,0.1948,939.17,69
SKU-00490,Nokia,Optical Transport,4G,9.29,0.0964,515.98,12
SKU-00491,Ericsson,Edge Router,5G,16.42,0.1789,962.69,69
SKU-00492,Juniper,RAN,5G,21.15,0.2155,305.13,14
SKU-00493,Ciena,Cabling,5G,15.5,0.1602,370.47,36
SKU-00494,Juniper,Core,4G,13.05,0.1362,300.66,55
SKU-00495,Samsung,Fiber,5G,10.82,0.1114,83.17,61
SKU-00496,Ericsson,Core,4G,16.35,0.1805,326.34,44
SKU-00497,Juniper,Microwave,Dual (4G/5G),7.16,0.0838,5227.04,70
SKU-00498,Juniper,Power,5G,24.87,0.2654,224.56,35
SKU-00499,HPE Aruba,RAN,5G,19.22,0.2021,453.4,67
SKU-00500,Huawei,Edge Router,4G,17.2,0.1824,1046.21,72
SKU-00501,HPE Aruba,Core,4G,42.36,0.4359,612.3,60
SKU-00502,Ericsson,Small Cell,5G,6.7,0.0744,379.16,16
SKU-00503,Ericsson,RAN,5G,24.01,0.25,197.28,35
SKU-00504,ZTE,Cabling,4G,14.42,0.1551,1279.06,27
SKU-00505,HPE Aruba,Microwave,Dual (4G/5G),21.89,0.238,979.36,37
SKU-00506,Cisco,Core,Dual (4G/5G),11.2,0.1297,1254.93,12
SKU-00507,Huawei,Core,5G,16.52,0.1678,1158.44,66
SKU-00508,Ericsson,Small Cell,Dual (4G/5G),10.96,0.1104,128.76,84
SKU-00509,ZTE,Optical Transport,4G,6.74,0.081,304.47,19
SKU-00510,HPE Aruba,RAN,4G,45.22,0.4532,517.38,45
SKU-00511,Huawei,Core,4G,3.82,0.0394,188.49,56
SKU-00512,HPE Aruba,RAN,5G,7.7,0.0802,243.68,30
SKU-00513,Juniper,RAN,4G,37.81,0.3851,673.48,82
SKU-00514,ZTE,Power,Dual (4G/5G),16.58,0.1745,651.63,16
SKU-00515,Huawei,RAN,4G,7.95,0.0899,1650.28,31
SKU-00516,NEC,RAN,4G,14.53,0.1651,226.56,72
SKU-00517,Samsung,Fiber,Dual (4G/5G),42.19,0.4296,191.71,34
SKU-00518,Samsung,Core,4G,17.51,0.18,2161.41,8
SKU-00519,Huawei,RAN,4G,14.88,0.1603,331.43,58
SKU-00520,HPE Aruba,Optical Transport,5G,12.24,0.1267,88.22,38
SKU-00521,ZTE,Cabling,4G,6.17,0.0805,555.42,72
SKU-00522,Samsung,Optical Transport,4G,20.87,0.2139,170.72,88
SKU-00523,ZTE,Edge Router,4G,8.78,0.1076,296.18,60
SKU-00524,Samsung,RAN,5G,10.47,0.1131,129.79,22
SKU-00525,Juniper,Power,Dual (4G/5G),29.12,0.3075,981.6,51
SKU-00526,HPE Aruba,Core,Dual (4G/5G),33.23,0.3453,559.23,76
SKU-00527,Juniper,Cabling,4G,4.1,0.0597,143.78,64
SKU-00528,Samsung,Antenna,5G,27.13,0.2838,472.8,63
SKU-00529,NEC,Power,5G,19.98,0.2114,690.13,6
SKU-00530,NEC,Optical Transport,Dual (4G/5G),32.68,0.3399,340.59,77
SKU-00531,Juniper,Optical Transport,4G,16.14,0.1771,1516.72,20
SKU-00532,NEC,Core,5G,14.76,0.1656,928.15,62
SKU-00533,Samsung,RAN,5G,19.29,0.1982,274.39,16
SKU-00534,Huawei,Microwave,Dual (4G/5G),6.35,0.0675,336.51,9
SKU-00535,Juniper,Fiber,4G,28.25,0.2832,150.01,43
SKU-00536,Nokia,Core,4G,13.08,0.1382,103.82,19
SKU-00537,HPE Aruba,Edge Router,4G,10.21,0.119,201.08,76
SKU-00538,NEC,Power,4G,9.03,0.0917,229.93,23
SKU-00539,NEC,Power,5G,22.96,0.2404,1165.82,86
SKU-00540,Ericsson,RAN,5G,35.3,0.3669,134.32,89
SKU-00541,Cisco,Antenna,5G,25.62,0.2729,436.1,53
SKU-00542,Juniper,RAN,4G,18.03,0.192,478.96,43
SKU-00543,Ciena,Fiber,4G,18.21,0.1858,229.13,82
SKU-00544,NEC,Fiber,4G,13.78,0.1571,911.96,19
SKU-00545,HPE Aruba,Fiber,4G,33.95,0.3414,314.17,59
SKU-00546,Nokia,Power,5G,14.6,0.1614,251.11,71
SKU-00547,NEC,RAN,4G,32.89,0.3306,1500.96,60
SKU-00548,Nokia,Core,4G,10.02,0.1031,205.7,49
SKU-00549,Samsung,Power,5G,50.74,0.5254,752.04,79
SKU-00550,Samsung,Core,5G,16.14,0.1765,256.16,61
SKU-00551,Cisco,Antenna,5G,23.26,0.2399,152.6,71
SKU-00552,Huawei,Optical Transport,Dual (4G/5G),3.26,0.0454,309.72,10
SKU-00553,Ciena,Optical Transport,4G,30.2,0.3111,2656.07,74
SKU-00554,Ericsson,Optical Transport,5G,5.94,0.0607,127.1,35
SKU-00555,Cisco,Core,4G,43.99,0.4543,230.37,26
SKU-00556,ZTE,Power,4G,18.47,0.2,1078.44,89
SKU-00557,Ericsson,Fiber,Dual (4G/5G),8.11,0.0987,190.21,42
SKU-00558,Juniper,Cabling,4G,15.9,0.1698,249.25,62
SKU-00559,HPE Aruba,Antenna,5G,24.63,0.2598,449.32,74
SKU-00560,ZTE,Antenna,4G,30.83,0.3171,337.01,33
SKU-00561,ZTE,Antenna,5G,27.64,0.2828,606.13,60
SKU-00562,Cisco,RAN,5G,29.46,0.3028,326.95,15
SKU-00563,Huawei,Fiber,Dual (4G/5G),9.65,0.1147,405.3,52
SKU-00564,Cisco,Microwave,Dual (4G/5G),6.48,0.0681,363.37,64
SKU-00565,Juniper,RAN,5G,12.74,0.1324,209.75,55
SKU-00566,NEC,Cabling,4G,6.42,0.0763,91.82,43
SKU-00567,NEC,Core,5G,4.48,0.0471,1877.15,10
SKU-00568,Huawei,RAN,5G,10.85,0.1263,207.93,34
SKU-00569,Juniper,RAN,4G,45.65,0.4574,218.12,5
SKU-00570,Huawei,RAN,5G,39.92,0.4143,472.82,13
SKU-00571,Nokia,Small Cell,Dual (4G/5G),5.6,0.0635,176.35,49
SKU-00572,NEC,RAN,5G,13.35,0.1345,839.32,12
SKU-00573,ZTE,Microwave,4G,26.83,0.2852,494.57,38
SKU-00574,Ciena,Core,Dual (4G/5G),15.57,0.1685,324.74,84
SKU-00575,HPE Aruba,Core,4G,22.48,0.225,270.5,87
SKU-00576,Juniper,Small Cell,4G,2.54,0.0308,154.41,12
SKU-00577,Ericsson,RAN,5G,27.81,0.2851,518.36,16
SKU-00578,Huawei,Power,5G,25.52,0.2617,449.87,47
SKU-00579,HPE Aruba,Cabling,5G,3.27,0.0427,240.61,60
SKU-00580,Ericsson,Small Cell,4G,7.15,0.082,613.56,35
SKU-00581,HPE Aruba,Cabling,4G,6.76,0.0755,1428.56,46
SKU-00582,Ciena,Antenna,4G,5.4,0.0606,408.2,37
SKU-00583,Ericsson,RAN,Dual (4G/5G),4.21,0.0522,331.03,23
SKU-00584,Cisco,Core,5G,5.7,0.0577,187.07,59
SKU-00585,Samsung,Core,4G,11.28,0.1257,355.22,8
SKU-00586,Cisco,Antenna,4G,19.11,0.2032,288.44,16
SKU-00587,NEC,RAN,4G,12.67,0.1323,174.65,88
SKU-00588,Samsung,RAN,5G,38.83,0.3919,578.82,32
SKU-00589,Cisco,Core,4G,5.98,0.0613,502.06,62
SKU-00590,Samsung,RAN,5G,3.68,0.0485,428.85,52
SKU-00591,Samsung,Microwave,5G,13.97,0.1511,301.94,5
SKU-00592,ZTE,Small Cell,5G,3.11,0.0418,843.15,79
SKU-00593,Huawei,Edge Router,5G,8.83,0.108,99.46,48
SKU-00594,Huawei,Cabling,5G,18.82,0.1988,103.29,67
SKU-00595,ZTE,Fiber,4G,20.83,0.2227,483.18,42
SKU-00596,HPE Aruba,Core,5G,8.44,0.0867,1109.32,13
SKU-00597,Nokia,RAN,5G,23.08,0.2368,444.26,10
SKU-00598,HPE Aruba,Microwave,4G,4.38,0.0493,446.61,74
SKU-00599,Ericsson,Core,Dual (4G/5G),20.41,0.2156,174.55,56
SKU-00600,Ericsson,Cabling,4G,4.66,0.0532,72.56,71
SKU-00601,Samsung,Core,4G,81.57,0.8285,184.99,20
SKU-00602,Cisco,RAN,4G,31.73,0.3311,675.48,6
SKU-00603,Cisco,Power,Dual (4G/5G),7.32,0.0739,114.66,40
SKU-00604,Huawei,Small Cell,5G,17.07,0.1835,204.08,75
SKU-00605,Juniper,Antenna,5G,6.42,0.0665,115.24,39
SKU-00606,HPE Aruba,Antenna,4G,24.63,0.2556,195.55,34
SKU-00607,NEC,Fiber,5G,35.25,0.367,1004.22,49
SKU-00608,Ciena,Core,5G,36.57,0.3798,248.45,50
SKU-00609,Cisco,Fiber,Dual (4G/5G),34.28,0.3488,838.39,69
SKU-00610,Ciena,RAN,4G,30.72,0.3126,253.45,5
SKU-00611,Samsung,Cabling,4G,19.63,0.2051,1277.89,61
SKU-00612,Ciena,Cabling,4G,16.51,0.1689,533.38,75
SKU-00613,NEC,RAN,Dual (4G/5G),14.55,0.165,279.05,71
SKU-00614,ZTE,Fiber,5G,8.07,0.0876,354.44,35
SKU-00615,NEC,Small Cell,5G,12.1,0.1395,127.33,29
SKU-00616,Ciena,Optical Transport,5G,11.97,0.1379,268.05,51
SKU-00617,NEC,Antenna,Dual (4G/5G),4.95,0.0568,1256.96,60
SKU-00618,Nokia,RAN,Dual (4G/5G),14.24,0.1475,537.78,5
SKU-00619,Samsung,Power,5G,13.8,0.1534,75.93,41
SKU-00620,HPE Aruba,Edge Router,4G,7.36,0.0782,351.82,79
SKU-00621,ZTE,Power,4G,29.06,0.301,461.48,71
SKU-00622,Cisco,Small Cell,Dual (4G/5G),20.18,0.204,735.43,16
SKU-00623,Ericsson,Antenna,5G,5.17,0.0594,298.9,24
SKU-00624,HPE Aruba,Fiber,4G,18.34,0.185,366.49,34
SKU-00625,Ericsson,Optical Transport,5G,11.49,0.1206,921.68,78
SKU-00626,Samsung,Small Cell,Dual (4G/5G),13.94,0.1527,332.09,68
SKU-00627,ZTE,RAN,5G,16.53,0.1851,225.21,83
SKU-00628,Huawei,Antenna,5G,37.38,0.3789,787.29,89
SKU-00629,Cisco,Core,Dual (4G/5G),10.72,0.1167,799.14,68
SKU-00630,Nokia,RAN,5G,21.68,0.2258,71.62,22
SKU-00631,Huawei,Cabling,4G,8.83,0.092,496.28,36
SKU-00632,Samsung,Microwave,Dual (4G/5G),26.52,0.2774,180.21,23
SKU-00633,HPE Aruba,Optical Transport,Dual (4G/5G),20.21,0.2166,555.53,37
SKU-00634,Nokia,Optical Transport,Dual (4G/5G),14.73,0.1502,864.43,66
SKU-00635,NEC,RAN,5G,33.11,0.3462,662.09,26
SKU-00636,Ciena,RAN,4G,56.36,0.5776,716.48,33
SKU-00637,Nokia,RAN,Dual (4G/5G),13.95,0.1434,237.87,8
SKU-00638,Samsung,Edge Router,4G,20.37,0.2167,279.76,54
SKU-00639,Juniper,RAN,Dual (4G/5G),16.96,0.1775,648.17,80
SKU-00640,Ciena,Cabling,Dual (4G/5G),83.79,0.8515,426.98,8
SKU-00641,Ericsson,Microwave,5G,14.04,0.1503,117.36,9
SKU-00642,Cisco,Small Cell,Dual (4G/5G),10.54,0.1064,823.15,87
SKU-00643,Ericsson,Antenna,5G,11.04,0.1261,125.12,43
SKU-00644,Nokia,Optical Transport,4G,33.8,0.3491,523.12,61
SKU-00645,Ericsson,Fiber,5G,30.35,0.318,476.19,35
SKU-00646,Samsung,Antenna,4G,28.88,0.2913,1038.22,11
SKU-00647,NEC,Small Cell,5G,29.76,0.312,334.08,16
SKU-00648,HPE Aruba,Power,4G,29.69,0.3052,79.59,14
SKU-00649,Cisco,RAN,5G,20.16,0.2176,452.43,33
SKU-00650,Ericsson,Cabling,Dual (4G/5G),21.37,0.2257,526.41,89
SKU-00651,Ericsson,Cabling,Dual (4G/5G),11.12,0.1183,952.32,17
SKU-00652,Nokia,Cabling,4G,12.92,0.1332,264.46,74
SKU-00653,HPE Aruba,Optical Transport,5G,31.14,0.3277,708.08,35
SKU-00654,Huawei,Antenna,5G,8.72,0.0984,826.85,13
SKU-00655,Ericsson,Small Cell,Dual (4G/5G),17.19,0.1916,224.59,55
SKU-00656,Samsung,Microwave,5G,11.33,0.1208,519.88,20
SKU-00657,Juniper,RAN,5G,6.95,0.0832,124.27,63
SKU-00658,Cisco,Microwave,Dual (4G/5G),55.14,0.5639,633.51,62
SKU-00659,Ericsson,Antenna,5G,23.23,0.2451,481.98,15
SKU-00660,Samsung,Cabling,Dual (4G/5G),9.08,0.1055,149.76,40
SKU-00661,Samsung,Cabling,Dual (4G/5G),65.94,0.6622,293.67,5
SKU-00662,Cisco,Core,Dual (4G/5G),6.77,0.0787,960.98,25
SKU-00663,Huawei,Power,4G,55.99,0.5701,473.37,48
SKU-00664,Samsung,Optical Transport,5G,19.55,0.2024,233.64,41
SKU-00665,Juniper,Edge Router,Dual (4G/5G),10.25,0.1112,218.28,10
SKU-00666,Samsung,Fiber,5G,5.89,0.0693,900.12,18
SKU-00667,Samsung,Small Cell,5G,27.64,0.2828,272.37,5
SKU-00668,Samsung,Small Cell,4G,40.73,0.4132,481.3,12
SKU-00669,NEC,Small Cell,4G,5.32,0.068,289.92,48
SKU-00670,NEC,Core,5G,3.61,0.0374,68.73,87
SKU-00671,Huawei,Edge Router,5G,20.23,0.2086,239.23,79
SKU-00672,Ericsson,Fiber,5G,14.2,0.1551,1002.62,31
SKU-00673,Samsung,Small Cell,5G,19.44,0.1986,2242.08,40
SKU-00674,HPE Aruba,RAN,5G,11.95,0.1309,217.31,46
SKU-00675,Ericsson,Optical Transport,5G,14.62,0.1522,526.72,24
SKU-00676,Huawei,RAN,5G,44.41,0.461,2599.3,12
SKU-00677,ZTE,Power,5G,20.01,0.2071,1054.44,50
SKU-00678,Ericsson,Optical Transport,5G,34.65,0.3511,152.96,56
SKU-00679,Ericsson,Core,4G,7.75,0.0881,326.47,30
SKU-00680,Ciena,RAN,5G,6.11,0.0638,495.79,39
SKU-00681,Nokia,Core,5G,45.75,0.4734,1116.74,64
SKU-00682,Ciena,Antenna,5G,9.94,0.113,154.07,7
SKU-00683,Juniper,Microwave,4G,30.38,0.3192,749.48,8
SKU-00684,NEC,Cabling,5G,45.19,0.4599,708.29,66
SKU-00685,NEC,Cabling,4G,12.93,0.146,316.34,68
SKU-00686,Nokia,Antenna,Dual (4G/5G),29.5,0.3049,2242.44,54
SKU-00687,Cisco,RAN,4G,27.97,0.2816,194.59,23
SKU-00688,Cisco,Small Cell,Dual (4G/5G),6.41,0.0686,539.84,47
SKU-00689,Huawei,Power,5G,16.7,0.1812,473.2,86
SKU-00690,Nokia,Small Cell,5G,16.1,0.1789,545.01,18
SKU-00691,Ericsson,Small Cell,4G,16.09,0.1628,1016.77,18
SKU-00692,Cisco,Microwave,4G,15.13,0.1686,137.81,58
SKU-00693,Samsung,RAN,4G,19.27,0.2087,457.98,33
SKU-00694,HPE Aruba,Optical Transport,4G,21.27,0.2198,1950.08,7
SKU-00695,Ericsson,Power,5G,18.6,0.1998,764.02,77
SKU-00696,Juniper,RAN,4G,17.81,0.1818,237.77,9
SKU-00697,Samsung,RAN,5G,11.47,0.131,212.72,9
SKU-00698,Samsung,Edge Router,4G,49.87,0.5118,610.46,49
SKU-00699,Nokia,RAN,Dual (4G/5G),1.97,0.0285,272.75,68
SKU-00700,Huawei,RAN,5G,21.91,0.2364,359.87,68
SKU-00701,Juniper,Core,4G,10.86,0.1114,222.57,47
SKU-00702,Cisco,RAN,5G,18.88,0.2057,2119.99,47
SKU-00703,Nokia,Core,4G,5.93,0.0598,532.28,55
SKU-00704,Cisco,Edge Router,4G,55.57,0.5708,420.82,17
SKU-00705,Nokia,Edge Router,5G,55.57,0.5672,109.3,77
SKU-00706,Nokia,Antenna,5G,30.16,0.3155,208.43,72
SKU-00707,Nokia,Power,Dual (4G/5G),17.62,0.1844,384.23,73
SKU-00708,Huawei,Edge Router,5G,10.91,0.1264,384.6,11
SKU-00709,Nokia,Core,Dual (4G/5G),13.38,0.1401,1523.42,82
SKU-00710,ZTE,Antenna,Dual (4G/5G),65.35,0.659,445.42,46
SKU-00711,HPE Aruba,Antenna,Dual (4G/5G),31.55,0.3215,925.78,9
SKU-00712,Cisco,Antenna,5G,2.46,0.0401,465.65,51
SKU-00713,Ericsson,Cabling,4G,56.45,0.5744,803.36,52
SKU-00714,Ciena,RAN,4G,21.47,0.2254,106.23,51
SKU-00715,Juniper,Optical Transport,5G,17.0,0.1866,147.64,12
SKU-00716,NEC,RAN,5G,39.89,0.4156,844.75,25
SKU-00717,Huawei,Small Cell,4G,16.75,0.1707,1335.73,28
SKU-00718,Ericsson,Cabling,5G,69.87,0.7097,103.01,17
SKU-00719,Samsung,Fiber,4G,16.42,0.1667,407.38,19
SKU-00720,ZTE,Core,5G,7.92,0.0966,121.55,57
SKU-00721,NEC,Antenna,4G,28.66,0.3033,237.14,76
SKU-00722,Ciena,Optical Transport,5G,5.67,0.0737,88.18,35
SKU-00723,Ericsson,RAN,5G,6.47,0.0788,366.96,75
SKU-00724,NEC,Core,4G,27.08,0.2801,348.07,55
SKU-00725,Ericsson,Power,5G,55.35,0.5616,344.71,51
SKU-00726,ZTE,Edge Router,5G,42.69,0.4348,319.22,43
SKU-00727,Ciena,Antenna,4G,12.33,0.1246,670.44,85
SKU-00728,Samsung,RAN,4G,17.22,0.1912,1590.13,61
SKU-00729,Nokia,Power,4G,11.86,0.1276,153.39,54
SKU-00730,Cisco,Power,5G,10.72,0.1258,205.94,61
SKU-00731,Samsung,Optical Transport,5G,12.59,0.1435,447.43,39
SKU-00732,Nokia,Antenna,4G,36.34,0.38,325.57,11
SKU-00733,Huawei,Fiber,5G,47.15,0.4833,313.16,57
SKU-00734,HPE Aruba,Fiber,4G,27.66,0.2786,141.18,14
SKU-00735,Juniper,Antenna,Dual (4G/5G),7.55,0.082,280.18,43
SKU-00736,Juniper,Fiber,4G,17.48,0.1869,282.43,62
SKU-00737,Cisco,Microwave,Dual (4G/5G),15.01,0.1504,480.61,39
SKU-00738,Ciena,Fiber,5G,28.16,0.2825,195.2,63
SKU-00739,ZTE,Optical Transport,5G,24.99,0.2635,823.77,26
SKU-00740,Ciena,Optical Transport,5G,28.64,0.3042,146.68,13
SKU-00741,ZTE,RAN,5G,11.9,0.1361,1398.77,12
SKU-00742,Ciena,Fiber,5G,6.59,0.0693,209.73,62
SKU-00743,HPE Aruba,Fiber,5G,22.96,0.2478,1278.99,26
SKU-00744,Huawei,Microwave,5G,7.06,0.0845,221.42,44
SKU-00745,Huawei,Fiber,5G,22.92,0.2435,784.04,32
SKU-00746,Nokia,Small Cell,5G,45.45,0.4606,301.3,50
SKU-00747,NEC,RAN,Dual (4G/5G),21.54,0.2297,430.29,73
SKU-00748,Huawei,Microwave,5G,27.78,0.292,652.93,85
SKU-00749,Huawei,Fiber,4G,3.79,0.0498,308.94,56
SKU-00750,Samsung,Optical Transport,5G,13.49,0.142,88.0,15
SKU-00751,Samsung,Cabling,5G,17.88,0.195,242.55,26
SKU-00752,Nokia,RAN,Dual (4G/5G),29.44,0.3132,269.23,51
SKU-00753,NEC,Edge Router,Dual (4G/5G),16.78,0.1852,1608.12,17
SKU-00754,Cisco,Fiber,5G,17.28,0.1777,388.48,49
SKU-00755,Samsung,Cabling,4G,8.59,0.0948,462.43,79
SKU-00756,Cisco,Antenna,5G,23.85,0.2453,367.79,73
SKU-00757,Ericsson,Antenna,5G,77.4,0.7881,480.26,82
SKU-00758,Samsung,Fiber,Dual (4G/5G),37.56,0.3922,149.87,26
SKU-00759,HPE Aruba,Cabling,4G,35.41,0.3584,232.84,71
SKU-00760,NEC,RAN,4G,37.73,0.3962,685.42,39
SKU-00761,Nokia,Power,4G,19.68,0.2103,337.46,36
SKU-00762,Ericsson,RAN,5G,11.61,0.1205,372.02,42
SKU-00763,NEC,Antenna,Dual (4G/5G),19.39,0.2013,396.96,62
SKU-00764,HPE Aruba,Core,4G,5.76,0.0597,699.58,44
SKU-00765,NEC,Power,5G,4.47,0.0566,241.61,25
SKU-00766,HPE Aruba,Optical Transport,5G,11.39,0.1173,437.0,53
